,score,params,iteration,recall,accuracy,triggered,spontaneous
343,0.765222576337521,"{'attractor_size': 64, 'background_activity': 15.144647082657963, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 19.993113818697488, 'e_i_weight': 4.808505879343607, 'i_e_weight': 14.403730896036333, 'i_frequency': 13.238724359948074, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",343,0.6197251113223229,1.0,91,0
929,0.7648809031889636,"{'attractor_size': 64, 'background_activity': 14.82725989295524, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.536523386902774, 'e_i_weight': 4.584063140661703, 'i_e_weight': 10.91461854903537, 'i_frequency': 10.000017860946516, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",929,0.7351640012743387,0.7971014492753623,110,28
291,0.7647888706603527,"{'attractor_size': 64, 'background_activity': 15.646835977496435, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 19.962951510240586, 'e_i_weight': 4.09000365434447, 'i_e_weight': 13.931246239889894, 'i_frequency': 10.88126158485168, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",291,0.7193722845405087,0.8163265306122449,120,27
1127,0.7646496915005171,"{'attractor_size': 64, 'background_activity': 14.824011949088401, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.503215669897987, 'e_i_weight': 5.802331544303236, 'i_e_weight': 13.838017103497243, 'i_frequency': 11.986210208176912, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1127,0.6222103790591753,0.9916666666666667,119,1
1702,0.7646110641340296,"{'attractor_size': 64, 'background_activity': 12.527222097018159, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.92929985758742, 'e_i_weight': 6.582277234036854, 'i_e_weight': 8.961919008441276, 'i_frequency': 10.011860368632785, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1702,0.6229820717730111,0.9895833333333334,95,1
791,0.7645747127285286,"{'attractor_size': 64, 'background_activity': 12.973831525437173, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.678515741759623, 'e_i_weight': 5.872713685454747, 'i_e_weight': 12.255462519887399, 'i_frequency': 10.001110031397467, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",791,0.6242413832078495,0.9863013698630136,72,1
1607,0.7645714781956192,"{'attractor_size': 64, 'background_activity': 15.471719150754124, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.930255605864307, 'e_i_weight': 5.6898774015063, 'i_e_weight': 10.738833055202598, 'i_frequency': 11.033558750781372, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1607,0.7757279677059797,0.753731343283582,101,33
1120,0.7645057458373343,"{'attractor_size': 64, 'background_activity': 13.774681444451554, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.109408050891243, 'e_i_weight': 6.0853266215082815, 'i_e_weight': 13.662994839722963, 'i_frequency': 11.276906479506899, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1120,0.6187853510945419,1.0,101,0
1901,0.7645031387020957,"{'attractor_size': 64, 'background_activity': 14.714263599552897, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.133961036727795, 'e_i_weight': 5.737009987306911, 'i_e_weight': 8.38352423048176, 'i_frequency': 15.348096652246266, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1901,0.6187819351471084,1.0,92,0
405,0.7642012339791723,"{'attractor_size': 64, 'background_activity': 15.340175258117917, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 19.970495900585608, 'e_i_weight': 3.715271808447035, 'i_e_weight': 18.304692808116375, 'i_frequency': 12.872258868290578, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",405,0.6183864679197234,1.0,75,0
1755,0.764199437172118,"{'attractor_size': 64, 'background_activity': 14.539290452227377, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.265517443195694, 'e_i_weight': 6.849106752978114, 'i_e_weight': 9.138969724174014, 'i_frequency': 12.549352672041548, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1755,0.6183841148473025,1.0,90,0
1387,0.7640582410637774,"{'attractor_size': 64, 'background_activity': 14.105033074618836, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.263235756668474, 'e_i_weight': 4.72624239184117, 'i_e_weight': 9.869124090859009, 'i_frequency': 10.499054512831902, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1387,0.6596712543148451,0.9076923076923077,118,12
1976,0.7640339567943415,"{'attractor_size': 64, 'background_activity': 15.506268913283764, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.698550498407199, 'e_i_weight': 5.1232645542236, 'i_e_weight': 7.683415255915507, 'i_frequency': 11.855070293216688, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1976,0.7550294672422287,0.7732558139534884,133,39
216,0.7638596029445678,"{'attractor_size': 64, 'background_activity': 15.115050509107038, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.64629401888077, 'e_i_weight': 4.066353269447868, 'i_e_weight': 15.008238893734466, 'i_frequency': 14.083928100347828, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",216,0.6217814270248755,0.9900990099009901,100,1
1043,0.7637049071486786,"{'attractor_size': 64, 'background_activity': 13.007534432191584, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.68476179489909, 'e_i_weight': 5.15022570744213, 'i_e_weight': 10.462838933498077, 'i_frequency': 10.004342519051312, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1043,0.6177367455105824,1.0,83,0
796,0.7632392142741289,"{'attractor_size': 64, 'background_activity': 13.981526409826524, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.765370539036603, 'e_i_weight': 4.337668161895434, 'i_e_weight': 9.987658686524137, 'i_frequency': 12.775409935443552, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",796,0.6218655047855036,0.9878048780487805,81,1
375,0.7631510899690346,"{'attractor_size': 64, 'background_activity': 16.226173408785485, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 19.260709257589063, 'e_i_weight': 4.051462668206025, 'i_e_weight': 13.71245951007036, 'i_frequency': 13.031447913446662, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",375,0.6540751581062403,0.9158878504672897,98,9
1631,0.7625704955536471,"{'attractor_size': 64, 'background_activity': 14.064417682898338, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.404254874393347, 'e_i_weight': 6.682639862389303, 'i_e_weight': 8.872009620184045, 'i_frequency': 12.378433508258633, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1631,0.6296334793417051,0.9666666666666667,58,2
1698,0.7624590018103619,"{'attractor_size': 64, 'background_activity': 13.465845658539088, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.849136520347962, 'e_i_weight': 6.7940313048109875, 'i_e_weight': 7.610220570318143, 'i_frequency': 11.649905175332279, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1698,0.6161080747431725,1.0,85,0
893,0.7622976714981717,"{'attractor_size': 64, 'background_activity': 14.341051105692179, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.118252267417978, 'e_i_weight': 5.641409946496745, 'i_e_weight': 12.130654116352169, 'i_frequency': 12.521158300233955, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",893,0.6158974205218567,1.0,90,0
1116,0.7622851850420018,"{'attractor_size': 64, 'background_activity': 16.7008877416813, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.230440416891145, 'e_i_weight': 5.891788974084289, 'i_e_weight': 12.947399806433795, 'i_frequency': 11.860867081153112, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1116,0.6384804316333229,0.9456521739130435,87,5
1035,0.762172484532647,"{'attractor_size': 64, 'background_activity': 15.608232158788915, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.955256096130723, 'e_i_weight': 5.655837472146934, 'i_e_weight': 12.079963015326822, 'i_frequency': 12.019253174779564, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1035,0.6614487016189529,0.8990825688073395,98,11
823,0.7616463002565542,"{'attractor_size': 64, 'background_activity': 14.650740088334851, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.65717396747856, 'e_i_weight': 5.764932485106232, 'i_e_weight': 9.978720318522992, 'i_frequency': 12.502412665846308, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",823,0.6569796340492754,0.905982905982906,106,11
860,0.7614131027215714,"{'attractor_size': 64, 'background_activity': 13.740575257557587, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.844487548138437, 'e_i_weight': 6.6277563134552535, 'i_e_weight': 12.261836779719172, 'i_frequency': 10.062330255919838, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",860,0.6147433857040143,1.0,94,0
1670,0.7612448798571954,"{'attractor_size': 64, 'background_activity': 13.145445363599462, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.781281336074818, 'e_i_weight': 7.101090609427311, 'i_e_weight': 6.914957671963122, 'i_frequency': 11.803865410846955, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1670,0.6145241036577418,1.0,86,0
1316,0.761116083559248,"{'attractor_size': 64, 'background_activity': 16.028095537390335, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.657019078506769, 'e_i_weight': 5.389448651649771, 'i_e_weight': 11.743679636692143, 'i_frequency': 10.49969357425147, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1316,0.750601130051762,0.7719298245614035,132,39
738,0.7610792503174306,"{'attractor_size': 64, 'background_activity': 13.208673621092155, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.956974423912161, 'e_i_weight': 5.385138747431641, 'i_e_weight': 7.819952563987594, 'i_frequency': 11.322814824835174, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",738,0.6143082602437895,1.0,103,0
1799,0.7610282097925026,"{'attractor_size': 64, 'background_activity': 15.980769026306868, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.475616167991163, 'e_i_weight': 5.881518755458787, 'i_e_weight': 9.502123611718215, 'i_frequency': 10.557093579726008, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1799,0.7256770429473272,0.8,100,25
902,0.7609713498411225,"{'attractor_size': 64, 'background_activity': 13.954527312202687, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.496102428201475, 'e_i_weight': 5.598195293575375, 'i_e_weight': 11.342011650454241, 'i_frequency': 12.266811035842316, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",902,0.6179252002856356,0.9901960784313726,101,1
1091,0.7609584381475715,"{'attractor_size': 64, 'background_activity': 14.74486204798343, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.778037488061742, 'e_i_weight': 6.851189009161441, 'i_e_weight': 8.885318142793016, 'i_frequency': 14.2662601563984, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1091,0.6141508578694495,1.0,88,0
1330,0.7607449105948851,"{'attractor_size': 64, 'background_activity': 15.499061087237386, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.205875848539979, 'e_i_weight': 5.849643979200708, 'i_e_weight': 9.613486449243592, 'i_frequency': 10.070284271104436, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1330,0.7626339076996587,0.7588652482269503,107,34
960,0.7604039219797665,"{'attractor_size': 64, 'background_activity': 14.47377691380577, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.833373464837972, 'e_i_weight': 5.529949170089717, 'i_e_weight': 11.5563621197284, 'i_frequency': 11.707485981728738, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",960,0.6211260954362782,0.9801980198019802,99,2
844,0.7601314720835365,"{'attractor_size': 64, 'background_activity': 12.864718291637278, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.252156361305605, 'e_i_weight': 6.406755441129474, 'i_e_weight': 9.605094186957945, 'i_frequency': 10.00469642306677, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",844,0.613074253413706,1.0,105,0
1029,0.760099689002572,"{'attractor_size': 64, 'background_activity': 13.867604934497706, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.64751302877512, 'e_i_weight': 5.69897673115869, 'i_e_weight': 11.557512322316345, 'i_frequency': 11.038033475721603, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1029,0.6220048919746979,0.9770114942528736,85,2
1587,0.7599967820371827,"{'attractor_size': 64, 'background_activity': 15.42652683020116, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.790093478893041, 'e_i_weight': 6.402396262761509, 'i_e_weight': 11.965805696778109, 'i_frequency': 12.088025343919828, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1587,0.6230826876192149,0.974025974025974,75,2
613,0.7598867615600617,"{'attractor_size': 64, 'background_activity': 15.51848944641903, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 6.03371468642537, 'e_i_weight': 5.4164689844181515, 'i_e_weight': 12.296746612015868, 'i_frequency': 14.894567604526497, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",613,0.6165337942890107,0.9900990099009901,100,1
1217,0.7598250877906492,"{'attractor_size': 64, 'background_activity': 14.970531012408324, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.443345870654758, 'e_i_weight': 5.51536789067095, 'i_e_weight': 14.845817062422007, 'i_frequency': 12.469248491293815, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1217,0.612675744614954,1.0,80,0
761,0.7597388471445867,"{'attractor_size': 64, 'background_activity': 14.547164013557365, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 8.36724345079567, 'e_i_weight': 7.0617225884773465, 'i_e_weight': 9.504682070356198, 'i_frequency': 11.109881170367805, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",761,0.6166695795119937,0.989247311827957,92,1
1375,0.7596935549509456,"{'attractor_size': 64, 'background_activity': 14.249395000409791, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.914751237682276, 'e_i_weight': 5.119861555747409, 'i_e_weight': 12.085720179829847, 'i_frequency': 11.819508516234466, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1375,0.655197437924416,0.9038461538461539,94,10
832,0.7594964259536247,"{'attractor_size': 64, 'background_activity': 15.444106937925074, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.105165238203577, 'e_i_weight': 6.80605121682234, 'i_e_weight': 12.144318541095373, 'i_frequency': 13.655711880546379, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",832,0.6252245041097818,0.9672131147540983,118,4
1746,0.7589890767495789,"{'attractor_size': 64, 'background_activity': 13.165757093444306, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.878954915305371, 'e_i_weight': 8.048050481833037, 'i_e_weight': 8.638071549208373, 'i_frequency': 10.569500756907956, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1746,0.6115893603592594,1.0,108,0
1938,0.7589185707089169,"{'attractor_size': 64, 'background_activity': 14.64304834598465, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.285946255911748, 'e_i_weight': 5.7799871544245, 'i_e_weight': 10.007695084608587, 'i_frequency': 10.505746951135464, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1938,0.7003871934641118,0.828125,106,22
1274,0.7588551882291014,"{'attractor_size': 64, 'background_activity': 15.100906633363467, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.0671619069682, 'e_i_weight': 5.165839844785597, 'i_e_weight': 9.028643722401926, 'i_frequency': 10.497201513596513, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1274,0.7333425999002529,0.7862068965517242,114,31
868,0.75885041167325,"{'attractor_size': 64, 'background_activity': 13.994440433106805, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.72050215236439, 'e_i_weight': 6.998674975882945, 'i_e_weight': 11.106940523989254, 'i_frequency': 11.226838005139586, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",868,0.6114093086042035,1.0,93,0
1267,0.7588230345566938,"{'attractor_size': 64, 'background_activity': 16.4368803977367, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.687043117681638, 'e_i_weight': 5.357781102469729, 'i_e_weight': 11.14571699471906, 'i_frequency': 13.638619435394958, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1267,0.6344626841821955,0.9438202247191011,84,5
171,0.7586556901838996,"{'attractor_size': 64, 'background_activity': 14.302398450708198, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.379271354925969, 'e_i_weight': 4.0504994488903865, 'i_e_weight': 10.34042610236692, 'i_frequency': 10.69431769264594, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",171,0.6651153316805536,0.8828125,113,15
1831,0.7584899413929297,"{'attractor_size': 64, 'background_activity': 12.80559447863419, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.759578573499917, 'e_i_weight': 6.476158559727848, 'i_e_weight': 9.2298686883747, 'i_frequency': 11.195982739083897, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1831,0.6109414387217517,1.0,96,0
1381,0.7583964960420556,"{'attractor_size': 64, 'background_activity': 15.763274599700615, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.630918878290085, 'e_i_weight': 6.056497791794347, 'i_e_weight': 10.85844536928054, 'i_frequency': 10.919226911132254, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1381,0.6569436997293633,0.8969072164948454,87,10
1427,0.7583229933661781,"{'attractor_size': 64, 'background_activity': 15.306917791772118, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.216902859314803, 'e_i_weight': 4.531403061479541, 'i_e_weight': 13.371405557388302, 'i_frequency': 10.049570369484632, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1427,0.7262721107936377,0.7933333333333333,119,31
1724,0.7583163353955198,"{'attractor_size': 64, 'background_activity': 15.527791805865418, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.0695876416459, 'e_i_weight': 5.964416723754977, 'i_e_weight': 8.51044797804057, 'i_frequency': 10.947037265705191, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1724,0.7327647419470719,0.7857142857142857,110,30
888,0.7582238112075236,"{'attractor_size': 64, 'background_activity': 14.992145713062033, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.19936589396551, 'e_i_weight': 5.8142260833360595, 'i_e_weight': 10.821432299421463, 'i_frequency': 13.170307967282643, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",888,0.6105961912064305,1.0,74,0
1701,0.7580052249571494,"{'attractor_size': 64, 'background_activity': 12.985520099676638, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.57090971695466, 'e_i_weight': 6.986576942281614, 'i_e_weight': 8.125555388821601, 'i_frequency': 11.083863072589333, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1701,0.6103127325402775,1.0,89,0
1859,0.7579320336944472,"{'attractor_size': 64, 'background_activity': 15.898860148705268, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.754874693577065, 'e_i_weight': 5.806800444739481, 'i_e_weight': 7.622046584756352, 'i_frequency': 13.625420798782846, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1859,0.7147065236565827,0.8067226890756303,96,23
516,0.7578927066833885,"{'attractor_size': 64, 'background_activity': 14.17724402417906, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.60518779694387, 'e_i_weight': 6.176572743501006, 'i_e_weight': 10.200901726560827, 'i_frequency': 12.937169211449486, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",516,0.6343583889228451,0.9411764705882353,96,6
1175,0.7578870581905165,"{'attractor_size': 64, 'background_activity': 13.70438232440034, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.562965040831436, 'e_i_weight': 5.00570484858589, 'i_e_weight': 14.011437095530422, 'i_frequency': 11.194847107515915, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1175,0.6101595375750959,1.0,73,0
1772,0.7578771702530832,"{'attractor_size': 64, 'background_activity': 12.935068904989837, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.074550474445635, 'e_i_weight': 6.309136264224709, 'i_e_weight': 7.371466157590836, 'i_frequency': 10.96677263757651, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1772,0.6137826174560969,0.9903846153846154,103,1
838,0.757815032484774,"{'attractor_size': 64, 'background_activity': 13.32297625291402, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.703478966473753, 'e_i_weight': 5.049217693767179, 'i_e_weight': 8.29975368082068, 'i_frequency': 13.160524909252299, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",838,0.6193963674997746,0.9759036144578314,81,2
1741,0.7576034474376565,"{'attractor_size': 64, 'background_activity': 13.47187113175079, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.919644760175652, 'e_i_weight': 7.3825269064346415, 'i_e_weight': 8.899576532323046, 'i_frequency': 10.029402430966611, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1741,0.6097919749335751,1.0,73,0
996,0.756990297183242,"{'attractor_size': 64, 'background_activity': 14.836099364297523, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.865109331177358, 'e_i_weight': 5.978549315867906, 'i_e_weight': 13.473919524327252, 'i_frequency': 12.17009532841442, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",996,0.6133411952857045,0.9885057471264368,86,1
750,0.7568865022009023,"{'attractor_size': 64, 'background_activity': 15.955877582489132, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 6.95243362376975, 'e_i_weight': 5.45963340460987, 'i_e_weight': 9.994352538872313, 'i_frequency': 12.936610704932374, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",750,0.6505584294380266,0.9047619047619048,114,12
1641,0.7568747898011355,"{'attractor_size': 64, 'background_activity': 13.81349345170565, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.218433927187537, 'e_i_weight': 6.92567245388817, 'i_e_weight': 9.17595894518211, 'i_frequency': 13.016024801896961, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1641,0.6088483956334997,1.0,90,0
429,0.7567154120496247,"{'attractor_size': 64, 'background_activity': 15.994246425947845, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.14473205612318, 'e_i_weight': 4.759302417108342, 'i_e_weight': 11.170464260949393, 'i_frequency': 12.42824321182779, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",429,0.6983774590992832,0.8256880733944955,90,19
157,0.7566221108453987,"{'attractor_size': 64, 'background_activity': 13.605634904636723, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 18.974276663350658, 'e_i_weight': 2.8336920929715426, 'i_e_weight': 14.370996859973596, 'i_frequency': 10.654272137142195, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",157,0.6171548239127459,0.9775280898876404,87,2
1695,0.7562959033892567,"{'attractor_size': 64, 'background_activity': 15.27632420136358, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.25789994774129, 'e_i_weight': 6.6069649919579, 'i_e_weight': 8.379307775609535, 'i_frequency': 10.007742815619508, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1695,0.70665895353627,0.8134328358208955,109,25
1919,0.7562687903513555,"{'attractor_size': 64, 'background_activity': 15.830349166353383, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.147076641186885, 'e_i_weight': 5.546325187603441, 'i_e_weight': 9.269468713790483, 'i_frequency': 12.29583523688634, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1919,0.7289505765773736,0.7857142857142857,110,30
1363,0.7553472577055496,"{'attractor_size': 64, 'background_activity': 15.919168492027607, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.695210278453137, 'e_i_weight': 5.291697109574188, 'i_e_weight': 12.185812785765428, 'i_frequency': 10.838187956215762, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1363,0.735889376880109,0.7758620689655172,135,39
590,0.7553262920756019,"{'attractor_size': 64, 'background_activity': 14.845129901569205, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.470002860015232, 'e_i_weight': 3.4924106922155986, 'i_e_weight': 11.312247524622723, 'i_frequency': 13.279645982707676, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",590,0.6327325643734926,0.9368421052631579,89,6
1488,0.7551958119467422,"{'attractor_size': 64, 'background_activity': 15.129104332877386, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.622458921125386, 'e_i_weight': 5.607242706426169, 'i_e_weight': 11.75435336681503, 'i_frequency': 14.141411741415547, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1488,0.6106193519378698,0.9894736842105263,94,1
1577,0.7551281173917944,"{'attractor_size': 64, 'background_activity': 16.5594903654313, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.578890429674331, 'e_i_weight': 4.993179369902757, 'i_e_weight': 11.18305587758502, 'i_frequency': 14.000827927873765, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1577,0.6853617358349137,0.8407079646017699,95,18
1638,0.7551113151024754,"{'attractor_size': 64, 'background_activity': 12.942201727265285, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.278815539351555, 'e_i_weight': 6.676566032797753, 'i_e_weight': 8.766271216116197, 'i_frequency': 11.449884018972202, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1638,0.6104671420960966,0.9895833333333334,95,1
937,0.7548364164809744,"{'attractor_size': 64, 'background_activity': 16.249748570897683, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.963968227258157, 'e_i_weight': 5.388426668029981, 'i_e_weight': 11.295074384051723, 'i_frequency': 10.760398045661374, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",937,0.7311210736132931,0.7801418439716312,110,31
682,0.754659430987365,"{'attractor_size': 64, 'background_activity': 15.35731973459529, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 7.744043879026913, 'e_i_weight': 5.638957477115381, 'i_e_weight': 7.133384754120499, 'i_frequency': 18.474139728371377, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",682,0.6059863861864668,1.0,91,0
644,0.7545882549601732,"{'attractor_size': 64, 'background_activity': 13.829754157486859, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.401036762745296, 'e_i_weight': 4.754540189449662, 'i_e_weight': 8.65736348939679, 'i_frequency': 12.581877052866465, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",644,0.6058946031025606,1.0,92,0
1264,0.7545408597068757,"{'attractor_size': 64, 'background_activity': 13.99295925666874, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.0533010424048, 'e_i_weight': 5.492929518993273, 'i_e_weight': 9.451666279477433, 'i_frequency': 12.78646206387233, 'network_size': 256, 'num_attractors': 3, 'num_cues': 10}",1264,0.6099857364945471,0.9888888888888889,89,1
