,e_e_max_weight,background_activity,i_e_weight,e_i_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,6.077131214977475,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6865881263061638,0.524452366545101,0.9938775001246944,161.0,1.0,6.08
1,7.763874614993853,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6570421570110846,0.49258050126413605,0.9900609587916089,150.0,1.3333333333333333,7.76
2,8.017621139904044,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6818600048661602,0.519837540021075,0.9915307144728027,166.0,1.3333333333333333,8.02
3,8.441512630247018,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6850290109308244,0.5238796666894866,0.9901197123227866,166.33333333333334,1.6666666666666667,8.44
4,8.496667120791276,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6642526092920029,0.49877349507297497,0.9947512969179128,130.0,0.6666666666666666,8.50
5,8.509596993396542,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6737593275553367,0.5102397925192363,0.9938601462769546,149.33333333333334,1.0,8.51
6,8.551563835469407,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6964821522414651,0.5374520554773676,0.9912839136936552,168.33333333333334,1.3333333333333333,8.55
7,8.590603084165297,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.699444740910232,0.5391437180723146,0.9959275400106778,174.0,0.6666666666666666,8.59
8,8.610219399843317,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6757852311037983,0.5131983334306502,0.9897511147511148,154.33333333333334,1.6666666666666667,8.61
9,8.852791164967197,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6834228830195354,0.5228979951795741,0.9866475204035862,150.0,2.0,8.85
10,8.859901140286135,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6514567918082013,0.4848524070682023,0.9929078014184397,131.33333333333334,0.6666666666666666,8.86
11,8.982038737342306,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6987947426724808,0.5398260531473932,0.9910919755057582,152.33333333333334,1.3333333333333333,8.98
12,9.006982108831735,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6756951247082652,0.5115649703290285,0.9961108849997738,167.0,0.6666666666666666,9.01
13,9.030742090458808,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6727993797463957,0.5101064032799619,0.9888327991506731,159.33333333333334,1.6666666666666667,9.03
14,9.04200847311473,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6729688987061858,0.5089637102228542,0.9931966449207829,146.0,1.0,9.04
15,9.174606570334516,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6813402736725579,0.5186807343570546,0.993939393939394,163.66666666666666,1.0,9.17
16,9.224409727390608,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6976847799496976,0.5371245054350079,0.9960248447204969,171.33333333333334,0.6666666666666666,9.22
17,9.225706270188725,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6753008752193361,0.5124147774139257,0.990644165787726,167.0,1.6666666666666667,9.23
18,9.332546655697364,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6842080657515504,0.5249303169597339,0.9843811583753905,147.0,2.3333333333333335,9.33
19,9.357749425028521,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.654252997121017,0.4907114891340101,0.9865146941778918,134.66666666666666,2.0,9.36
20,9.358478198070554,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6786712293474952,0.5160800610061543,0.9923255323634831,174.0,1.3333333333333333,9.36
21,9.47778295601849,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6834819774555072,0.5206342844606375,0.9960569474492288,163.33333333333334,0.6666666666666666,9.48
22,9.507581801152384,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6831253453100289,0.5228681896677007,0.9909595170236892,152.0,1.3333333333333333,9.51
23,9.643141704876832,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6744807274007698,0.5122221818272402,0.9882482285114813,151.66666666666666,1.6666666666666667,9.64
