,e_i_weight,background_activity,i_e_weight,e_e_max_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,1.2225934884470162,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9434119061198244,0.8978001154280199,0.9940353900192194,166.66666666666666,1.0,1.22
1,1.3706839677199234,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9169220335102092,0.857531498945793,0.9856825031508576,160.0,2.3333333333333335,1.37
2,1.4462851252689013,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.923283207002893,0.8607325137138581,0.9959053007742704,169.0,0.6666666666666666,1.45
3,1.4767808585566145,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9216529109137954,0.8609795338590486,0.991829724043114,160.33333333333334,1.3333333333333333,1.48
4,1.504364615670625,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9311938086477406,0.8796032793196634,0.9894230399034006,175.0,2.0,1.50
5,1.6897971281647415,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9140033577374883,0.851962384716857,0.9860428576204326,165.0,2.3333333333333335,1.69
6,1.6987209820901357,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9309386842591967,0.8769408368008129,0.9966103153095022,177.33333333333334,0.6666666666666666,1.70
7,1.7295046688996736,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9189884206911919,0.8556000043301752,0.9925533816244542,183.0,1.3333333333333333,1.73
8,1.7982593286975896,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9071683819431428,0.8375440038516513,0.9918053079817786,157.33333333333334,1.3333333333333333,1.80
9,1.8550933946590085,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9223005284291967,0.8613770221027061,0.9938498913182457,156.0,1.0,1.86
10,1.889464486667003,14.87767041547699,17.053340759864533,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9390254950962255,0.8923965308605065,0.9908121344585433,165.66666666666666,1.6666666666666667,1.89
