,i_frequency,background_activity,i_e_weight,e_i_weight,e_e_max_weight,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous
73,11.85170292716257,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.97694257251728,0.9572521166171382,0.997610513739546,269.6666666666667,0.6666666666666666
74,11.929778464281002,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9813573717489005,0.967438082803388,0.9957292197858235,323.3333333333333,1.3333333333333333
75,11.96632437886275,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9668070882722528,0.9413404176005812,0.9938419573483221,275.3333333333333,1.6666666666666667
76,11.974610343912904,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9555472314546062,0.9183441169424419,0.9959161442354719,244.0,1.0
77,11.996616197975074,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9636106758998939,0.9331806030802584,0.996235837278873,266.3333333333333,1.0
78,12.00876008887892,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9544769838166388,0.9180297208352785,0.994199216930039,293.6666666666667,1.6666666666666667
79,12.296933493587378,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9639464331887373,0.9390639456621089,0.9904551910451614,325.0,3.0
80,12.377415462957348,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9288800000197749,0.8742284238776094,0.9909046268096993,253.33333333333334,2.3333333333333335
81,12.449681513846365,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9571746208062816,0.9218884847613632,0.9953359922147396,280.3333333333333,1.3333333333333333
82,12.499691565387888,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9599157548682014,0.930250549222408,0.9918132417029376,284.6666666666667,2.3333333333333335
83,12.504996614674827,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9622888067897315,0.934425819931835,0.9920687671322206,296.6666666666667,2.3333333333333335
84,12.719856909988328,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9401402555647634,0.8940923499668284,0.9918176223782306,243.33333333333334,2.0
85,12.947141895740131,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9551340602165284,0.9182688831239224,0.9952284105131414,261.3333333333333,1.3333333333333333
86,13.0860134914636,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9368562411380571,0.8842473007602988,0.9969327731092438,242.0,0.6666666666666666
87,13.148065321378885,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9362222510728007,0.8833563116781938,0.9960195006964535,268.3333333333333,1.0
88,13.267500540479315,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9518297482530245,0.917820693988627,0.9887609373711742,258.3333333333333,3.0
89,13.28079589811399,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9466590712412652,0.9020523893702729,0.9959375825850741,311.0,1.3333333333333333
90,13.66496929915077,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9318220355056842,0.8763060077152988,0.9950551954851731,267.3333333333333,1.3333333333333333
91,13.673106668892856,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9383222467238963,0.8858187363358544,0.9975461115305793,284.6666666666667,0.6666666666666666
92,13.931373811113723,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9424886013076552,0.8974666838731875,0.9927225574256378,283.3333333333333,2.0
93,14.363094036039573,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9271980547753126,0.8661353516462142,0.9977628635346756,266.6666666666667,0.6666666666666666
94,14.541348660059171,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.8723429782659129,0.7797114527483266,0.9922424242424243,247.33333333333334,2.0
95,15.333013378656695,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9022758583133571,0.8260127250105511,0.9947396047286503,231.66666666666666,1.3333333333333333
96,15.653396766787749,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.8608241543057181,0.7591758208971394,0.993945868945869,220.66666666666666,1.3333333333333333
97,17.050425076226155,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.8364247723928472,0.7220069721351886,0.9941358274624127,227.0,1.3333333333333333
98,17.460512361369748,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.848714690837205,0.7414306814346064,0.9930857418846437,199.0,1.3333333333333333
99,17.835234016678836,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.8152484920478561,0.6909842221395346,0.9955379427054799,227.66666666666666,1.0
100,18.93372589578883,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.7740419243901883,0.632962916434016,0.9964121890405222,187.0,0.6666666666666666
