,e_e_max_weight,background_activity,i_e_weight,e_i_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,5.696012305887067,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9670828147169638,0.9401111592198458,0.9976525821596244,157.66666666666666,0.3333333333333333,5.70
1,5.9850537967761985,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.963536790408857,0.935053306323689,0.9947544500809106,184.66666666666666,1.0,5.99
2,6.372465488896748,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9519528483043004,0.9110666024120043,0.9974937343358397,141.33333333333334,0.3333333333333333,6.37
3,6.932880951913818,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.979268047639199,0.9682095822436247,0.9907867791485852,144.66666666666666,1.3333333333333333,6.93
4,7.721790811943738,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9759776747882082,0.9696002360547243,0.9826828584132831,142.33333333333334,2.6666666666666665,7.72
5,8.352670804154052,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.932730403794941,0.8820977640383463,0.9906106180144642,172.0,1.6666666666666667,8.35
6,8.400986313190103,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9781894203274314,0.9652451289180078,0.9918687094055233,148.0,1.3333333333333333,8.40
7,8.541804061171451,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9602341976428095,0.9354061451394958,0.9876906158757529,161.33333333333334,2.0,8.54
8,8.743112196652978,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9637094990448256,0.9387700471613399,0.9904192298929141,137.33333333333334,1.3333333333333333,8.74
9,8.76738976348044,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9927205928453914,0.9874608349476989,0.9980392156862745,153.66666666666666,0.3333333333333333,8.77
10,8.83290444968438,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9537435673395919,0.9145254548307434,0.9977011494252874,166.0,0.3333333333333333,8.83
11,8.906323857783395,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9548326534877988,0.9198009026512265,0.9934591194968553,167.33333333333334,1.0,8.91
12,8.982219761727537,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9512164487824158,0.9145565607867462,0.9912389198103484,147.66666666666666,1.3333333333333333,8.98
13,9.11010805877479,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9761827811231321,0.9644083996727297,0.9883256979639685,168.66666666666666,2.0,9.11
