Unnamed: 0,score,params,iteration,recall,accuracy,triggered,spontaneous
1302,0.9578010599115198,"{'attractor_size': 64, 'background_activity': 14.000870421144327, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.679626239371265, 'e_i_weight': 4.788907274441314, 'i_e_weight': 5.461000524955579, 'i_frequency': 11.496228990518947, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1302,0.9220349592765922,0.99645390070922,281,1
1026,0.958099767478224,"{'attractor_size': 64, 'background_activity': 12.811606088024826, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.996425172451763, 'e_i_weight': 4.637897822671782, 'i_e_weight': 6.174188763540065, 'i_frequency': 10.575914832333304, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1026,0.9230917751578469,0.9958677685950412,241,1
1707,0.9574455416227897,"{'attractor_size': 64, 'background_activity': 12.75477212683852, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 8.452218853544503, 'e_i_weight': 5.334887606505064, 'i_e_weight': 5.010131299094149, 'i_frequency': 10.567283181484168, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1707,0.9211295030731784,0.996742671009772,306,1
1836,0.9588221810087993,"{'attractor_size': 64, 'background_activity': 14.491015224788272, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.611649239858787, 'e_i_weight': 4.0768831674687025, 'i_e_weight': 5.337659689907087, 'i_frequency': 11.007645906839155, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1836,0.9259172231423894,0.9941520467836256,340,2
1060,0.9607408719187404,"{'attractor_size': 64, 'background_activity': 15.366570217504004, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.793949943570796, 'e_i_weight': 4.126845512584355, 'i_e_weight': 5.557612721718225, 'i_frequency': 10.004917983586141, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1060,0.9328475524316641,0.990353697749196,308,3
490,0.9584081372242884,"{'attractor_size': 64, 'background_activity': 14.90750661025733, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.495249773339683, 'e_i_weight': 4.152381001857198, 'i_e_weight': 7.626976955680141, 'i_frequency': 10.077641811768027, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",490,0.9252511535551564,0.9940298507462688,333,2
1125,0.9583499653797585,"{'attractor_size': 64, 'background_activity': 11.987749807321004, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.111568274662336, 'e_i_weight': 4.8934751263981235, 'i_e_weight': 5.9286976813982175, 'i_frequency': 10.013612101406249, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1125,0.9251273363828632,0.9940476190476192,334,2
1271,0.9549214336697852,"{'attractor_size': 64, 'background_activity': 12.16764392002382, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 6.417364738957948, 'e_i_weight': 4.9914869794281165, 'i_e_weight': 5.51646873178725, 'i_frequency': 10.577642379913936, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1271,0.9137317178200147,1.0,329,0
1984,0.9568159567786966,"{'attractor_size': 64, 'background_activity': 15.295789037466195, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.952307033674575, 'e_i_weight': 4.081635330119177, 'i_e_weight': 5.908112722622335, 'i_frequency': 12.148648099537791, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1984,0.9202108841272355,0.99645390070922,281,1
1643,0.958478076316672,"{'attractor_size': 64, 'background_activity': 12.126679896664111, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.879568441498119, 'e_i_weight': 5.0930051458153915, 'i_e_weight': 5.286037117442265, 'i_frequency': 11.260695920814912, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1643,0.9259476198662233,0.9933774834437086,300,2
1025,0.9546934612588954,"{'attractor_size': 64, 'background_activity': 13.323839965048524, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.391652949683866, 'e_i_weight': 4.376077316413664, 'i_e_weight': 5.918525678810074, 'i_frequency': 11.00076886591381, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1025,0.9133143493091154,1.0,355,0
1783,0.9591182184037493,"{'attractor_size': 64, 'background_activity': 15.809473658032926, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.159199381461022, 'e_i_weight': 3.858660480664395, 'i_e_weight': 5.511874739618788, 'i_frequency': 11.497143418290422, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1783,0.9288046246075526,0.9914772727272728,349,3
1620,0.9560093457766747,"{'attractor_size': 64, 'background_activity': 12.635732244584817, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.383413710497715, 'e_i_weight': 4.764237384492729, 'i_e_weight': 5.441573919845821, 'i_frequency': 11.594635715081578, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1620,0.9182741053871866,0.9969788519637462,330,1
368,0.9563135493528209,"{'attractor_size': 64, 'background_activity': 12.256063380480018, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.33109156806704, 'e_i_weight': 4.899118782554344, 'i_e_weight': 6.622652924093408, 'i_frequency': 10.96282838952908, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",368,0.9193587696182374,0.9963636363636365,274,1
1975,0.9580800375163974,"{'attractor_size': 64, 'background_activity': 15.595709400233067, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.78571694526219, 'e_i_weight': 3.891186861182171, 'i_e_weight': 6.057983122799369, 'i_frequency': 11.37009333672676, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1975,0.9254427900799629,0.993103448275862,288,2
538,0.9540274388843654,"{'attractor_size': 64, 'background_activity': 12.086000700426816, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.95855024223398, 'e_i_weight': 4.9549788671727795, 'i_e_weight': 6.437075768992148, 'i_frequency': 10.633653731621019, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",538,0.9120960475930644,1.0,283,0
768,0.955582117556194,"{'attractor_size': 64, 'background_activity': 12.082448999468637, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.661358140694187, 'e_i_weight': 5.289811017003292, 'i_e_weight': 5.075800664954017, 'i_frequency': 10.01826819225916, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",768,0.9176952293953008,0.9967320261437908,305,1
1006,0.9573196832812234,"{'attractor_size': 64, 'background_activity': 14.177961557290233, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.124029697026646, 'e_i_weight': 4.29481286770219, 'i_e_weight': 5.623409277550971, 'i_frequency': 10.004699148395071, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1006,0.9238068880789768,0.9933554817275748,299,2
1309,0.9586455110338237,"{'attractor_size': 64, 'background_activity': 15.206913261792007, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.116884558491812, 'e_i_weight': 4.424945320238028, 'i_e_weight': 6.080372505635584, 'i_frequency': 11.66651436389957, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1309,0.9284653246169629,0.9908536585365854,325,3
983,0.9564713414038473,"{'attractor_size': 64, 'background_activity': 14.565442841516667, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.844566510027933, 'e_i_weight': 3.5511961661914055, 'i_e_weight': 6.047939673854843, 'i_frequency': 10.017861599423593, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",983,0.9214703079566028,0.9942363112391932,345,2
1329,0.9583384004391332,"{'attractor_size': 64, 'background_activity': 15.873932623921243, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.81729315779168, 'e_i_weight': 4.369766743182761, 'i_e_weight': 5.862045977313361, 'i_frequency': 10.044655466154396, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1329,0.9280643193735058,0.9906542056074766,318,3
1943,0.9563693146651329,"{'attractor_size': 64, 'background_activity': 13.45015035856198, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.580949852976744, 'e_i_weight': 3.998258819359716, 'i_e_weight': 6.256858233876416, 'i_frequency': 10.004186654876744, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1943,0.9215838238524565,0.9938837920489296,325,2
1900,0.9547928856938506,"{'attractor_size': 64, 'background_activity': 14.818380729641712, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.150154772572582, 'e_i_weight': 4.473734977422948, 'i_e_weight': 5.531310926755964, 'i_frequency': 10.007323300029324, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1900,0.9162405563122256,0.9967320261437908,305,1
751,0.9530155704970729,"{'attractor_size': 64, 'background_activity': 12.010147914448096, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 16.124510019359455, 'e_i_weight': 4.803727601164596, 'i_e_weight': 6.096782387554119, 'i_frequency': 10.627704677131995, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",751,0.9102480835837572,1.0,313,0
1000,0.9561796305249679,"{'attractor_size': 64, 'background_activity': 13.167830132143182, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.998539399370097, 'e_i_weight': 4.728802870884117, 'i_e_weight': 5.818767663603869, 'i_frequency': 10.91908125378565, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1000,0.9213465921533814,0.99375,318,2
1452,0.9556458661463183,"{'attractor_size': 64, 'background_activity': 15.457736456303701, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.391747749239213, 'e_i_weight': 4.03536779898722, 'i_e_weight': 5.5517446749850485, 'i_frequency': 11.117246348580405, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1452,0.9200856724432922,0.9940652818991098,335,2
1641,0.9557041337066706,"{'attractor_size': 64, 'background_activity': 14.024788059313574, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.020401147369304, 'e_i_weight': 4.776795297771794, 'i_e_weight': 6.213775877643561, 'i_frequency': 10.600550329869149, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1641,0.9203016016738791,0.993939393939394,328,2
1675,0.9562774962005329,"{'attractor_size': 64, 'background_activity': 14.083396722545725, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 8.63237291111455, 'e_i_weight': 4.108687113881459, 'i_e_weight': 5.009533988575933, 'i_frequency': 10.0275614196576, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1675,0.9222755325321015,0.99288256227758,279,2
792,0.9551044986661149,"{'attractor_size': 64, 'background_activity': 12.269147210191553, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.658907906051972, 'e_i_weight': 5.213219622737669, 'i_e_weight': 6.409939171161284, 'i_frequency': 10.595514078253554, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",792,0.9184624800705014,0.9947916666666666,382,2
1669,0.9540217694582105,"{'attractor_size': 64, 'background_activity': 13.378769633691181, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.365609781953104, 'e_i_weight': 4.653279448596558, 'i_e_weight': 6.232494822497077, 'i_frequency': 11.796565717588617, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1669,0.9148304327696846,0.99672131147541,304,1
1088,0.9566686356050746,"{'attractor_size': 64, 'background_activity': 13.119609389444113, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.22628578633715, 'e_i_weight': 4.41558662911643, 'i_e_weight': 5.662830885092112, 'i_frequency': 11.733313962728072, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1088,0.924076860522873,0.9916434540389972,356,3
1504,0.9582271975509812,"{'attractor_size': 64, 'background_activity': 13.634464103126142, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.400139194046028, 'e_i_weight': 4.4463110555461745, 'i_e_weight': 6.55129115322808, 'i_frequency': 11.521069084146713, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1504,0.9299471110372219,0.98828125,253,3
1065,0.9562975445754279,"{'attractor_size': 64, 'background_activity': 13.0546497847325, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.827406833338234, 'e_i_weight': 4.795289821971152, 'i_e_weight': 5.0029181834732, 'i_frequency': 11.08746470320378, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1065,0.9237450950812279,0.9912280701754386,339,3
1132,0.9575484376643917,"{'attractor_size': 64, 'background_activity': 12.533330330477803, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.70763457767369, 'e_i_weight': 5.607542971041827, 'i_e_weight': 5.017344770386435, 'i_frequency': 10.588159492607739, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1132,0.92862912956187,0.9883268482490272,254,3
1345,0.9545825829672858,"{'attractor_size': 64, 'background_activity': 12.595743570782805, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.908872839440166, 'e_i_weight': 5.5082105387187195, 'i_e_weight': 5.002229298563944, 'i_frequency': 10.021304479693288, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1345,0.918575667894531,0.9935275080906149,307,2
959,0.9528512813593301,"{'attractor_size': 64, 'background_activity': 12.808650349202345, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 18.245057842228857, 'e_i_weight': 4.97629592951353, 'i_e_weight': 7.286387449738233, 'i_frequency': 10.011097294715217, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",959,0.91295832663459,0.9963898916967509,276,1
827,0.9566205814941862,"{'attractor_size': 64, 'background_activity': 15.86685732933101, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.578140698572213, 'e_i_weight': 4.239210793405984, 'i_e_weight': 5.553825865401586, 'i_frequency': 10.091296107746311, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",827,0.9260436330871415,0.9892857142857144,277,3
909,0.952484858401528,"{'attractor_size': 64, 'background_activity': 13.417458361847933, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.800526184909737, 'e_i_weight': 4.191134333046312, 'i_e_weight': 5.005358808305808, 'i_frequency': 10.611716813248153, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",909,0.9118713605352298,0.9968847352024922,320,1
1517,0.9538571343973261,"{'attractor_size': 64, 'background_activity': 14.675330794692067, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.285189759534951, 'e_i_weight': 3.728305389165588, 'i_e_weight': 5.73149403166461, 'i_frequency': 10.000563101175402, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1517,0.9167306957967212,0.9941176470588236,338,2
836,0.9523078964103543,"{'attractor_size': 64, 'background_activity': 15.828586028487258, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.247302949691944, 'e_i_weight': 4.370945147432978, 'i_e_weight': 6.201878861902767, 'i_frequency': 10.50873416052635, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",836,0.9115389414069386,0.9968944099378882,321,1
592,0.9524694217337499,"{'attractor_size': 64, 'background_activity': 12.453872020991145, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 18.829477744457805, 'e_i_weight': 4.595663799648979, 'i_e_weight': 7.493312723354, 'i_frequency': 10.651166320076436, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",592,0.9121318563869631,0.9965397923875432,288,1
1340,0.953949236173763,"{'attractor_size': 64, 'background_activity': 13.05622664368445, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.848237048315433, 'e_i_weight': 4.509299342629781, 'i_e_weight': 5.274002109606288, 'i_frequency': 11.59786201115846, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1340,0.9172642228722604,0.9936908517350158,315,2
1824,0.9505347339419155,"{'attractor_size': 64, 'background_activity': 14.470556237394634, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.906279302119472, 'e_i_weight': 4.733578134381542, 'i_e_weight': 5.851091701284783, 'i_frequency': 11.91967167431729, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1824,0.9057324379226348,1.0,336,0
949,0.9519643517310704,"{'attractor_size': 64, 'background_activity': 11.55107491788371, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 8.6612350145169, 'e_i_weight': 5.497328777995642, 'i_e_weight': 5.319912983081968, 'i_frequency': 11.920904731471422, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",949,0.9108622028165219,0.9969512195121952,327,1
647,0.9544745350010465,"{'attractor_size': 64, 'background_activity': 12.453674336220391, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 15.716392921981566, 'e_i_weight': 4.810637393394572, 'i_e_weight': 5.802780821560461, 'i_frequency': 10.005929519336563, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",647,0.9196300568047305,0.992063492063492,375,3
1879,0.9514992121475931,"{'attractor_size': 64, 'background_activity': 13.136295052994997, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.008200882321221, 'e_i_weight': 4.479894071339033, 'i_e_weight': 5.900996268944423, 'i_frequency': 11.495862308000866, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1879,0.9095645878183879,0.9974874371859296,397,1
1497,0.9567381089010886,"{'attractor_size': 64, 'background_activity': 13.16425860049918, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.216411600676008, 'e_i_weight': 4.9020052273926575, 'i_e_weight': 6.37764010088452, 'i_frequency': 10.015193559557892, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1497,0.927565875042374,0.9878048780487804,243,3
1955,0.9523107011110908,"{'attractor_size': 64, 'background_activity': 15.348701918303853, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.312525604226149, 'e_i_weight': 3.661720891989909, 'i_e_weight': 5.253849904133129, 'i_frequency': 10.976894932380029, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1955,0.912404148915881,0.9958677685950412,241,1
1941,0.9534297831429048,"{'attractor_size': 64, 'background_activity': 13.010223064690951, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.88630928568794, 'e_i_weight': 4.182460218658489, 'i_e_weight': 6.341614860673255, 'i_frequency': 10.52360354638703, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1941,0.9163041672005956,0.9936908517350158,315,2
1380,0.9516217311750111,"{'attractor_size': 64, 'background_activity': 13.631485259109766, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.648315789960783, 'e_i_weight': 4.0495101227375985, 'i_e_weight': 6.093987939980667, 'i_frequency': 10.5507112326896, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1380,0.9103149978837715,0.9968553459119496,317,1
1724,0.9534925787215067,"{'attractor_size': 64, 'background_activity': 14.639085626421613, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 7.731490561490796, 'e_i_weight': 4.538222072776595, 'i_e_weight': 6.921219673689329, 'i_frequency': 10.040341711949393, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1724,0.9168012068403985,0.9932432432432432,294,2
338,0.9518062088956507,"{'attractor_size': 64, 'background_activity': 14.555326829879636, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 19.88876463161919, 'e_i_weight': 4.015697928706655, 'i_e_weight': 7.590476673574882, 'i_frequency': 10.071373912369715, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",338,0.911085686429455,0.9963369963369964,272,1
1851,0.9513600523855223,"{'attractor_size': 64, 'background_activity': 14.06836768118637, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.053737181300365, 'e_i_weight': 5.072157583505818, 'i_e_weight': 5.487265892470515, 'i_frequency': 10.007692529284741, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1851,0.9097877031809504,0.9969135802469136,323,1
1636,0.9495482578969775,"{'attractor_size': 64, 'background_activity': 11.881713383536479, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.151052053808128, 'e_i_weight': 5.238947202491507, 'i_e_weight': 5.002120775851503, 'i_frequency': 10.530992592226179, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1636,0.9039427703703603,1.0,275,0
1032,0.9538588485862658,"{'attractor_size': 64, 'background_activity': 12.110080826977967, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.457330011840417, 'e_i_weight': 5.06483043313867, 'i_e_weight': 6.073085405323843, 'i_frequency': 10.036896580893766, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1032,0.9186160269533749,0.9919137466307276,368,3
1938,0.953210704406135,"{'attractor_size': 64, 'background_activity': 13.361899117411538, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.54747973484893, 'e_i_weight': 4.281902999717671, 'i_e_weight': 6.167592639321293, 'i_frequency': 10.47639456412066, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1938,0.9165873179300185,0.99288256227758,279,2
1431,0.951024867937332,"{'attractor_size': 64, 'background_activity': 13.059020084238735, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.954269306705731, 'e_i_weight': 4.930739367313358, 'i_e_weight': 6.8808034928884485, 'i_frequency': 10.01755378870167, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1431,0.9095575029349579,0.99645390070922,281,1
1674,0.9507962912257804,"{'attractor_size': 64, 'background_activity': 13.660655417237907, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.19371772173295, 'e_i_weight': 4.950107462367519, 'i_e_weight': 6.0175106005137025, 'i_frequency': 11.050141177398814, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1674,0.908805521563515,0.9968553459119496,317,1
858,0.9542180157744367,"{'attractor_size': 64, 'background_activity': 14.319592325652078, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.650685519571544, 'e_i_weight': 4.37195993435181, 'i_e_weight': 5.019748559141647, 'i_frequency': 10.65956450899845, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",858,0.9208750720726568,0.9900662251655628,299,3
1629,0.9540455514710661,"{'attractor_size': 64, 'background_activity': 13.685552974008033, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.469630096161593, 'e_i_weight': 4.813868409522324, 'i_e_weight': 6.39706260658718, 'i_frequency': 10.622268693764013, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1629,0.920817829246647,0.9897610921501706,290,3
542,0.9516679104000106,"{'attractor_size': 64, 'background_activity': 13.032416409353463, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 19.957133195971576, 'e_i_weight': 5.345135404508795, 'i_e_weight': 5.115323688627533, 'i_frequency': 11.69446878746663, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",542,0.9127690117438225,0.9940298507462688,333,2
1677,0.9501669852280988,"{'attractor_size': 64, 'background_activity': 15.624064629174171, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 14.628805031468078, 'e_i_weight': 3.834582106514624, 'i_e_weight': 5.7815849665549095, 'i_frequency': 11.515120025081128, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1677,0.9077409797762028,0.9967532467532468,307,1
1050,0.9501473859977198,"{'attractor_size': 64, 'background_activity': 15.250170718384396, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 12.683521975893598, 'e_i_weight': 4.667156906797527, 'i_e_weight': 5.565149206214007, 'i_frequency': 11.498326094834896, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1050,0.9079852561975083,0.996415770609319,278,1
1282,0.9509607469001637,"{'attractor_size': 64, 'background_activity': 13.31388406797089, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.08966525219451, 'e_i_weight': 5.573225971061906, 'i_e_weight': 5.573014238337429, 'i_frequency': 10.019036546520164, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1282,0.9109460210200973,0.9946524064171124,372,2
1713,0.9500883406885304,"{'attractor_size': 64, 'background_activity': 15.443013491082393, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 7.681365036537716, 'e_i_weight': 4.040152018475685, 'i_e_weight': 7.291202310822267, 'i_frequency': 10.054267653920673, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1713,0.9079995852918004,0.996268656716418,267,1
817,0.9510471886983625,"{'attractor_size': 64, 'background_activity': 12.24137448024056, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.647843503803287, 'e_i_weight': 4.899371029933952, 'i_e_weight': 7.299929354196656, 'i_frequency': 10.027972572315056, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",817,0.9117505457744574,0.9938837920489296,325,2
1803,0.9526975845196058,"{'attractor_size': 64, 'background_activity': 13.58030865945807, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 9.40117272532666, 'e_i_weight': 4.193081094255415, 'i_e_weight': 5.030050081023525, 'i_frequency': 10.016744779855925, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1803,0.917443575633606,0.9907692307692308,322,3
558,0.9507631479371571,"{'attractor_size': 64, 'background_activity': 13.230257324796689, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.498197825717579, 'e_i_weight': 4.673515677597803, 'i_e_weight': 5.755188040119936, 'i_frequency': 12.431956314838013, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",558,0.9108502386052415,0.9943342776203966,351,2
1614,0.9498276347406346,"{'attractor_size': 64, 'background_activity': 13.42145154055043, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 11.167057525607314, 'e_i_weight': 4.3163960050209935, 'i_e_weight': 5.993292367948414, 'i_frequency': 11.210859105145229, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1614,0.9077071128016033,0.9960474308300395,252,1
1407,0.9517814916252189,"{'attractor_size': 64, 'background_activity': 13.2872326996051, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 10.693014891153029, 'e_i_weight': 5.317053318841257, 'i_e_weight': 5.018423988761955, 'i_frequency': 10.571628966404363, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1407,0.914751924403816,0.9919354838709676,246,2
500,0.9474091403021916,"{'attractor_size': 64, 'background_activity': 14.079253867209912, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 18.638202778586127, 'e_i_weight': 4.6377102114363264, 'i_e_weight': 7.8892981420385695, 'i_frequency': 10.021827572763158, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",500,0.9000735010887194,1.0,321,0
1029,0.9529742078922038,"{'attractor_size': 64, 'background_activity': 13.36634491143327, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 13.293198157717521, 'e_i_weight': 4.876003527025224, 'i_e_weight': 7.042517890805989, 'i_frequency': 10.00213985985286, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",1029,0.9191683383685779,0.9893617021276596,279,3
448,0.9490414953080075,"{'attractor_size': 64, 'background_activity': 13.184397145719648, 'cue_length': 1, 'cue_percentage': 100, 'e_e_max_weight': 17.861890500400655, 'e_i_weight': 5.019574403138168, 'i_e_weight': 6.576071308592264, 'i_frequency': 10.537381267370167, 'network_size': 256, 'num_attractors': 8, 'num_cues': 10}",448,0.9060663433417039,0.9962962962962963,269,1
