background_activity,e_i_weight,i_e_weight,i_frequency
13.791037090774113,4.706900224329412,5.298755451613509,10.44785847441313
15.640322082942577,4.486668240053188,6.194091004639843,10.026104604650781
14.880683527553396,4.45029295627134,5.562235893894817,10.025286440042962
13.249970841434532,4.823809980481698,5.275615516554168,10.041265688239543
13.32030570041119,4.596973777772442,5.940700934970351,10.011365243142459
16.02509007567429,4.4158566674505915,5.002976481306154,10.009500432293288
13.61793347145939,5.050146218656838,5.001065641814019,10.599755411586138
13.357614355750945,4.675023729178662,5.226026406623842,10.560630184268227
15.564643736131547,4.480703205041318,5.717204188600254,10.020286453774677
14.461350013691593,4.822246584740167,5.011166502171741,11.31997363175217
15.207663983383789,4.04321254132912,5.214241429980593,10.717819807192
14.498327058433036,4.194874412180044,6.725283797500423,10.036149634304696
15.453568403353598,3.840920440925395,5.009272712121439,10.005050944020397
13.860380065010274,4.888167094834713,5.468730031184398,10.009699767221255
14.301387409467251,4.623277674348672,5.023226570611019,10.598104627848677
15.374103731111925,4.660215088768418,5.001770382301584,10.527306820613362
13.797270672690686,4.735130563286112,5.00773720697792,10.514499371802138
15.0612124704105,4.340294111961547,5.685716507516808,10.399354834718102
13.620828126551404,4.295277065405446,6.066715313459237,10.011547449699354
14.811213568655763,4.369883662513501,6.888299069203056,10.003919740725616
12.636870438220065,4.7312772809126145,5.846058419223132,10.644661505497542
13.235953397286066,4.832584464463699,5.2761293298962375,10.027115445994284
13.990088956672176,4.549656759155665,5.252068418476365,10.561367441485844
13.240645826286817,4.878328509096081,5.7054956706329065,10.015104571545617
12.7394415533904,5.142222079133399,5.274344634217735,10.516228911073622
12.689057346629617,5.006196374828696,5.267660712804339,10.557143168836932
13.626040979344651,4.687550167322838,5.524918784579337,10.568467680513308
13.711448228886859,4.723705864459172,5.581187371075176,10.46093763529565
15.144975594184515,4.825461605903901,5.740377161466475,10.000810533664081
14.741004195661764,4.205000280337575,6.040859168481219,10.006020495035784
15.862004119242798,4.35969536492919,5.0217695278644525,11.23659033347075
13.571762932204596,4.794375816454416,5.516757251515632,10.622447943960124
13.458799906029025,4.973514644848452,5.893550360991986,10.004968398497619
15.111435314189132,4.640641214083977,5.290017986548276,10.622139192106559
13.545964494054497,4.703113403573768,5.007327269371489,11.11721378796843
14.372441866796839,4.414819431393713,6.154002767161812,10.045672994369456
15.659746538290191,4.22675788013528,6.150209486552867,10.05230149868714
14.256251702637599,4.249960199321222,5.887875062588236,10.049855021094425
14.3000825928745,4.408747851033393,6.213245659677315,10.008898103266342
12.706734713954514,5.046467395267963,5.90909506106946,10.863873076422443
14.5683773854802,4.377551976397366,5.027670274776435,10.016362021260754
14.501306316141928,4.450148541807566,5.606573643174432,10.56606110522883
15.16997571696393,4.185634114233075,5.244903422333752,10.018381673952888
15.61840145158703,4.194353507996874,5.426857412903464,10.009640403098436
14.753613044240044,4.140447141401991,5.508788915426639,10.581698590340599
14.227604837310363,4.266946839310021,5.523626816173755,10.007912464614217
13.560797724446266,4.649187560708567,5.340219702682779,10.886088266087521
13.26573393327683,4.556143567919939,5.447887283022811,10.48036393178424
13.93545708015909,5.020216616880912,5.000264166256092,10.038596087627466
12.359794185394971,5.135140139542015,5.239386782247616,11.044594115162964
13.475376539231625,4.293895910340151,6.5628763545265985,10.061798973806074
14.646026347555678,3.9131287495533544,5.588487306096151,10.071758160463542
14.5027837126022,4.991989015104112,5.382637771052902,10.015088571190589
15.189258461170027,3.996091809550163,5.299218832328758,10.009349636967235
13.535793628037418,4.483293281532457,5.453517631035663,10.031000887332402
14.994706353309226,4.083201714871419,5.008359592892869,10.033276444747196
15.795455999400367,4.461755606204623,5.987031257056925,10.007932775013854
14.805311662348132,4.6263110601108455,5.028346698528947,11.86478814206429
13.792887155839358,4.5787865114718,5.6605750476997,10.015386101676006
13.6101744787293,4.530746316441112,6.651922916651361,10.010820392556631
14.011407493415822,4.214289764106746,5.456594206433111,11.057349077960602
12.935059375440506,4.850745444378532,6.532639529017614,10.541217514937136
14.920619264067309,4.307152932556144,5.005720034401639,10.00018548439534
13.83414367000513,4.606286442305492,5.912413646095784,10.579584113549014
15.898279325925728,3.8883879992560906,5.510141027233067,11.011233210253964
13.493147520788378,5.268353788782133,5.556162045579099,10.510801980443585
15.878060060193436,3.609712596881676,6.0165702515669635,10.719888901291881
14.900090659950507,3.969065552133343,5.018464875480449,10.033819807230364
15.130654309896837,3.91480707870371,6.698252218577588,10.02098717771224
14.322187839587297,4.1264887737741915,7.585778414645583,10.031419296331158
14.291771920018922,4.717361377987147,6.0277457773794225,10.053586633262439
14.665781812198913,5.16384226251199,5.0256455527151855,10.013303255435
12.951417861874624,4.9235545738101525,5.32701642815733,11.02910172407451
14.120870041746835,4.749287577864861,5.626524507665193,10.416647264798902
14.846119071910682,3.8879825056394623,5.004739261427312,10.670550990188602
14.125546481706484,4.0816934054785365,7.0836463458106715,10.627102918367395
13.841805279508442,4.948939648897182,5.319559742915634,10.515951376536373
15.973535050383834,4.0011143236833915,5.574434557951799,10.000441694331753
12.961901395111127,4.749543781521682,5.286563153524719,10.539797118373277
15.451275251153772,4.570226626749481,5.440530270994535,10.62599229198597
15.085987920511483,4.073674112176602,5.970510017086049,10.02126687441489
13.869423123214007,4.306748249899329,5.286910422424819,11.526856568474209
15.515910858863851,4.1554276302588224,5.508424395761941,10.507197354064354
15.03816660450108,3.9121384501658665,5.532944343212938,10.004732919936037
13.664914932016995,4.678653606859582,5.949703899840211,11.079556494202548
15.082998692706502,3.864855031988634,5.5527671284095685,10.011669948011985
15.32278142871402,4.217729403304618,5.041152152347707,12.131858003094212
14.144782866731866,4.3998595450562625,7.076063421340234,11.250787727658171
13.378126552394905,4.486189214844849,5.295513315280049,10.026229728623836
13.015831916344203,4.920191475578575,5.725809501273004,11.087083194170642
13.832872762905252,4.706105819306433,5.280720610175784,12.002111173647151
12.61144883969008,4.904147710264703,6.613683012771405,10.025805177465017
13.060749003511875,4.838607280315698,5.348987699226379,10.648772649087576
14.775620314965861,3.9159561922391966,6.47224495294619,10.002503007611988
13.642170617050958,4.282201275850309,6.082375470067245,11.234534654516523
15.023373640879804,4.657600384244486,5.317250702404031,10.54699207613487
13.118082004778255,4.68720945577467,5.01607849377748,10.582249245074477
14.437879867757431,4.837432497100433,5.598700289291385,11.082471865081752
14.153119224582035,4.509375408783121,6.003804028510166,11.076878221290128
13.90149527634972,4.697820658048219,5.011577572667703,11.178916236198344
13.547391614478709,4.4398125980138134,5.737765847563369,10.683253291169425
14.053567465874428,4.500014316292707,5.273300159396173,11.076257099455212
14.98798925312392,3.855084732188191,5.030353950849414,10.000032976767963
14.964692255148039,4.14219221620682,5.563627892574629,10.002553780021373
12.863738607451603,4.572470716254527,5.463908746604211,11.400282214826536
13.652977826106,4.925826365710469,5.073493197242553,10.00647477900038
15.32110628785366,3.7543525707043255,7.29416160649214,10.003144971166062
14.640893911574173,4.985266966440882,5.726767703993193,10.013824008400846
14.558115573283372,4.606005463730586,5.279727169236519,10.01509504649998
13.862332408685003,4.8580416218225055,5.003094740327288,11.761934851795269
13.529250012841086,4.491644533177025,6.341068346839341,10.970812729715659
12.628944731869215,4.530865297814588,7.884882408594848,10.016426889941096
14.321642412722335,4.2113320711619995,5.301693130399584,10.552187411526992
14.995214784401172,4.468452160338965,5.005188187721083,11.13736973254178
12.592888377344837,5.58098521411089,5.947763647982047,10.041156502832665
14.214565801488803,3.980540385283051,6.428652396408933,10.012037832433412
14.166102750746575,4.01900195630435,5.832578550431048,10.071585416682785
13.06413033275668,4.724630043082472,5.8095138676984295,10.923060715604372
14.369739353820211,4.1084893251141175,5.003507786745546,10.040243535306114
12.979835126262547,4.960251153300853,5.567148327460703,10.01599207291444
15.533006941929807,3.8510440000271142,5.028232734410729,11.464580492450057
13.743954229381703,4.191964584121539,6.534082606042572,11.131376911799679
14.892202894512929,3.7023789198379866,6.279327235797225,10.0002567517442
13.180860464345447,4.9456021590853245,5.799326592033449,11.330708740010651
14.958950579770217,4.452817795184973,5.741205478195153,10.840279450364916
13.807389591171983,4.414808489819083,5.841583602971681,11.636834004029883
13.09341415437099,4.816538225501998,7.173457703352473,10.00543641312015
13.922718133851864,4.42162092765863,6.871657426927163,10.951462181635112
15.050540501906177,3.73053099066959,5.055401405496676,10.087680030033601
13.356708152389535,4.773329460849853,5.6699437541033655,10.013100028944288
13.892716950609838,4.34998368433726,6.073094256681577,10.017409257174231
12.273772589728194,5.063934129123742,5.014171340457661,12.995340495277263
15.587491046057163,4.46771896389615,5.486491985456792,10.51585325084026
12.416217577356244,5.169167805353965,5.65751333242296,10.031403410052407
14.000870421144327,4.788907274441314,5.461000524955579,11.496228990518947
12.811606088024826,4.637897822671782,6.174188763540065,10.575914832333304
12.75477212683852,5.334887606505064,5.010131299094149,10.567283181484168
14.491015224788272,4.0768831674687025,5.337659689907087,11.007645906839155
15.366570217504004,4.126845512584355,5.557612721718225,10.004917983586141
14.90750661025733,4.152381001857198,7.626976955680141,10.077641811768027
11.987749807321004,4.8934751263981235,5.9286976813982175,10.013612101406249
12.16764392002382,4.9914869794281165,5.51646873178725,10.577642379913936
15.295789037466195,4.081635330119177,5.908112722622335,12.148648099537791
12.126679896664111,5.0930051458153915,5.286037117442265,11.260695920814912
13.323839965048524,4.376077316413664,5.918525678810074,11.00076886591381
15.809473658032926,3.858660480664395,5.511874739618788,11.497143418290422
12.635732244584817,4.764237384492729,5.441573919845821,11.594635715081578
12.256063380480018,4.899118782554344,6.622652924093408,10.96282838952908
15.595709400233067,3.891186861182171,6.057983122799369,11.37009333672676
12.086000700426816,4.9549788671727795,6.437075768992148,10.633653731621019
12.082448999468637,5.289811017003292,5.075800664954017,10.01826819225916
14.177961557290233,4.29481286770219,5.623409277550971,10.004699148395071
15.206913261792007,4.424945320238028,6.080372505635584,11.66651436389957
14.565442841516667,3.5511961661914055,6.047939673854843,10.017861599423593
15.873932623921243,4.369766743182761,5.862045977313361,10.044655466154396
13.45015035856198,3.998258819359716,6.256858233876416,10.004186654876744
14.818380729641712,4.473734977422948,5.531310926755964,10.007323300029324
12.010147914448096,4.803727601164596,6.096782387554119,10.627704677131995
13.167830132143182,4.728802870884117,5.818767663603869,10.91908125378565
15.457736456303701,4.03536779898722,5.5517446749850485,11.117246348580405
14.024788059313574,4.776795297771794,6.213775877643561,10.600550329869149
14.083396722545725,4.108687113881459,5.009533988575933,10.0275614196576
12.269147210191553,5.213219622737669,6.409939171161284,10.595514078253554
13.378769633691181,4.653279448596558,6.232494822497077,11.796565717588617
13.119609389444113,4.41558662911643,5.662830885092112,11.733313962728072
13.634464103126142,4.4463110555461745,6.55129115322808,11.521069084146713
13.0546497847325,4.795289821971152,5.0029181834732,11.08746470320378
12.533330330477803,5.607542971041827,5.017344770386435,10.588159492607739
12.595743570782805,5.5082105387187195,5.002229298563944,10.021304479693288
12.808650349202345,4.97629592951353,7.286387449738233,10.011097294715217
15.86685732933101,4.239210793405984,5.553825865401586,10.091296107746311
13.417458361847933,4.191134333046312,5.005358808305808,10.611716813248153
14.675330794692067,3.728305389165588,5.73149403166461,10.000563101175402
15.828586028487258,4.370945147432978,6.201878861902767,10.50873416052635
12.453872020991145,4.595663799648979,7.493312723354,10.651166320076436
13.05622664368445,4.509299342629781,5.274002109606288,11.59786201115846
14.470556237394634,4.733578134381542,5.851091701284783,11.91967167431729
11.55107491788371,5.497328777995642,5.319912983081968,11.920904731471422
12.453674336220391,4.810637393394572,5.802780821560461,10.005929519336563
13.136295052994997,4.479894071339033,5.900996268944423,11.495862308000866
13.16425860049918,4.9020052273926575,6.37764010088452,10.015193559557892
15.348701918303853,3.661720891989909,5.253849904133129,10.976894932380029
13.010223064690951,4.182460218658489,6.341614860673255,10.52360354638703
13.631485259109766,4.0495101227375985,6.093987939980667,10.5507112326896
14.639085626421613,4.538222072776595,6.921219673689329,10.040341711949393
