,e_e_max_weight,background_activity,i_e_weight,e_i_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,5.233194695271358,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6895765867372945,0.5302920463719626,0.9858363881734092,161.66666666666666,2.3333333333333335,5.23
1,5.428357601464228,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6996803099511397,0.5396813800182452,0.9958462732919254,152.66666666666666,0.6666666666666666,5.43
2,6.009034809159916,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6959161665021539,0.5351816186754851,0.9949874686716792,150.66666666666666,0.6666666666666666,6.01
3,6.637715940197158,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6824593902881496,0.5220441947840538,0.9877022388091605,156.0,2.0,6.64
4,6.881432096654505,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6853815008983934,0.5239695583560088,0.9908919123204837,167.0,1.6666666666666667,6.88
5,6.912873949884295,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6814233224182654,0.5206855128998685,0.9859225418218097,141.0,2.0,6.91
6,7.020270594798269,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6880395139048664,0.5261288945465892,0.9942918974725514,170.33333333333334,1.0,7.02
7,7.370951550172519,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.694702802953891,0.5323705950168245,1.0,164.0,0.0,7.37
8,7.50172455155043,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7015286474678405,0.5416643309839254,0.9956561596502361,148.33333333333334,0.6666666666666666,7.50
9,8.090689230818814,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7026481124454959,0.5436844392010646,0.9938347412948284,153.0,1.0,8.09
10,8.137439105590103,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6781675493585704,0.5158338292911734,0.9900317288700918,164.0,1.6666666666666667,8.14
11,8.23029582127627,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.684649655210845,0.5218734587635964,0.9954303599374023,142.33333333333334,0.6666666666666666,8.23
12,8.272773287525851,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6946859582679412,0.5352971596728847,0.9906788827384361,181.0,1.6666666666666667,8.27
13,8.409715945756972,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7086991162548296,0.5517742723332516,0.9924502864846647,165.33333333333334,1.3333333333333333,8.41
14,8.64742974825953,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7015366869612613,0.5429070097916381,0.9911602696091372,188.0,1.6666666666666667,8.65
15,8.665804957942314,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.682365086843825,0.5206025170390325,0.991196722740347,154.0,1.3333333333333333,8.67
16,8.730161722689385,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6891527215096206,0.5257939030131014,1.0,159.66666666666666,0.0,8.73
17,8.747753402056315,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6753095622879407,0.5134077385723815,0.9875661375661376,147.33333333333334,1.6666666666666667,8.75
18,8.88803231361259,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6594170658216102,0.4959064681271494,0.9843730096287139,150.66666666666666,2.3333333333333335,8.89
19,8.927643288392371,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6984608892135471,0.5400164293068889,0.9885665880274548,198.0,2.3333333333333335,8.93
20,9.196197573051206,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6866537228262476,0.5252670582872743,0.9913197913197913,154.66666666666666,1.3333333333333333,9.20
21,9.211442447366586,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6913181992955484,0.5329806736922793,0.9852410527283193,148.0,2.3333333333333335,9.21
22,9.518973600059251,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6896926251440428,0.5289458308107745,0.9909960974962669,155.66666666666666,1.3333333333333333,9.52
23,9.828113075652976,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6805449183094286,0.5178488616928055,0.9929417477411858,155.66666666666666,1.0,9.83
24,9.865251436503714,14.87767041547699,17.053340759864533,2.5473723291123207,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6883996553804054,0.5279928381838698,0.9903837940289785,172.66666666666666,1.6666666666666667,9.87
