,score,true_states,pred_states,params,iteration
352,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8503528016116784, 'delay_gap_A2B': 0.009297951585280757, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.0083888973291, 'w_acpt': 2.35448994612279, 'w_trans': 5.916492753121899}",352
229,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'A', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.754909390260322, 'delay_gap_A2B': 0.23771529467577882, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.669431352233545, 'w_acpt': 3.446417526494936, 'w_trans': 6.160291500826298}",229
1799,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1693163166152702, 'delay_gap_A2B': 0.02477209697854703, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.6076852350325, 'w_acpt': 2.4275404137538286, 'w_trans': 6.650216382399242}",1799
233,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'A', 'B', 'A', 'B', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6694664709800686, 'delay_gap_A2B': 0.17695237401431688, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.1004473085389, 'w_acpt': 2.1042594994802175, 'w_trans': 13.437261564703242}",233
1708,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'A', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.022211192418949, 'delay_gap_A2B': 0.14110701033664247, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.907191486307624, 'w_acpt': 2.36018996427786, 'w_trans': 6.944473340806965}",1708
1949,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5939585983419116, 'delay_gap_A2B': 0.1825251827133459, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.51635098832175, 'w_acpt': 1.7759995164719315, 'w_trans': 7.838280670658995}",1949
347,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'A', 'A', 'B', '1', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.7613815938789608, 'delay_gap_A2B': 0.1816537615568392, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.22571034871024, 'w_acpt': 1.6441107904534698, 'w_trans': 13.491102198580242}",347
1948,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'A', 'B', 'two', 'B', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.817254830383968, 'delay_gap_A2B': 0.004472853961765716, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.58395055968138, 'w_acpt': 2.4907503348166964, 'w_trans': 7.248933356960581}",1948
236,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.8819721764890374, 'delay_gap_A2B': 0.19349313382383093, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.48248393343577, 'w_acpt': 1.887335657485815, 'w_trans': 12.220316533265864}",236
1712,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'A', 'A', 'two', 'B', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0883472166060457, 'delay_gap_A2B': 0.16990451835163067, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.27876939551893, 'w_acpt': 2.261382756696231, 'w_trans': 5.983461698255303}",1712
238,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.918355461680601, 'delay_gap_A2B': 0.24773954891687924, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.81277024596396, 'w_acpt': 3.1238168244788334, 'w_trans': 8.83228790929633}",238
343,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'two', 'B', 'two', 'two', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.187233760402654, 'delay_gap_A2B': 0.17139909807946757, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.83944291386456, 'w_acpt': 1.7789536353115678, 'w_trans': 13.092767909900514}",343
1944,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'B', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.141822702527337, 'delay_gap_A2B': 0.018980088694242003, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.15220986301505, 'w_acpt': 2.2421361957800645, 'w_trans': 6.705778992528525}",1944
1928,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'A', 'two', 'A', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.138593022771695, 'delay_gap_A2B': 0.19687551967926356, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.883633352168296, 'w_acpt': 1.693081178124013, 'w_trans': 13.376033498080973}",1928
323,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', '1', 'B', 'B', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.86981715592003, 'delay_gap_A2B': 0.14613863071108, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.542464613760785, 'w_acpt': 3.037573015113839, 'w_trans': 3.5353864696772765}",323
1927,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'two', 'A', 'two', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0756456914473764, 'delay_gap_A2B': 0.1524654932756341, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.231701703126, 'w_acpt': 2.475055648665319, 'w_trans': 6.610893858179699}",1927
1926,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'two', 'A', 'B', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0828667247663932, 'delay_gap_A2B': 0.14358692733776374, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.49065913742693, 'w_acpt': 2.2374012691053546, 'w_trans': 6.546877224867451}",1926
1891,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'A', 'B', 'A', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8980058149118717, 'delay_gap_A2B': 0.007727334990570271, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.54118701892781, 'w_acpt': 2.760750741095168, 'w_trans': 4.820704426666969}",1891
1893,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'B', 'A', 'B', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8714093791121833, 'delay_gap_A2B': 0.01600768377887052, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.44471378279414, 'w_acpt': 2.609798817253977, 'w_trans': 7.654857120995995}",1893
1913,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'B', 'B', 'A', 'two', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9197221320230609, 'delay_gap_A2B': 0.010705950788225914, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.311954892749114, 'w_acpt': 2.1624594385291567, 'w_trans': 7.752565523528724}",1913
1774,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'B', 'A', 'two', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9816316995778498, 'delay_gap_A2B': 0.10781176443002417, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.86238121250393, 'w_acpt': 1.9600597182129242, 'w_trans': 8.70084258921527}",1774
267,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'two', '1', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.491408959445731, 'delay_gap_A2B': 0.26034466891529295, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.06396371704256, 'w_acpt': 2.3046071325783357, 'w_trans': 7.498108353278493}",267
1755,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'B', 'two', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.920376250542298, 'delay_gap_A2B': 0.008061700528286603, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.37326961004289, 'w_acpt': 2.2551280391500645, 'w_trans': 8.161504798725474}",1755
268,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', '1', 'B', '1', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.996415149392978, 'delay_gap_A2B': 0.23549495154678712, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.430668054524844, 'w_acpt': 2.214827864628687, 'w_trans': 6.2710816388064226}",268
1899,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'A', 'two', 'A', 'A', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2447825751994728, 'delay_gap_A2B': 0.16732973371401305, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.63193951543658, 'w_acpt': 2.085394306064014, 'w_trans': 4.9336417176133915}",1899
113,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8804727287992415, 'delay_gap_A2B': 0.09041747068167366, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.45135642186211, 'w_acpt': 2.71724554252282, 'w_trans': 10.41579923652092}",113
112,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.3066197416795973, 'delay_gap_A2B': 0.13835669963520258, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.55735285070153, 'w_acpt': 2.838240455220866, 'w_trans': 11.262276401739232}",112
285,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'A', 'B', 'two', 'two', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9141213549177958, 'delay_gap_A2B': 0.13550772853218335, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.49802581234498, 'w_acpt': 2.850091513897339, 'w_trans': 11.656093756409348}",285
1772,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', 'A', 'A', '1', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.226221081012949, 'delay_gap_A2B': 0.06908703530619781, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.45783952811189, 'w_acpt': 2.0333313786466585, 'w_trans': 5.090276091333951}",1772
282,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', '0', 'A', 'A', '1', 'B', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2352961742714283, 'delay_gap_A2B': 0.019124325918443038, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.2256265410122, 'w_acpt': 1.303590519931057, 'w_trans': 11.245801676546048}",282
281,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8697480406534825, 'delay_gap_A2B': 0.08154660136605336, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.84356872645216, 'w_acpt': 2.9824631765427547, 'w_trans': 10.022339567431247}",281
1900,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', '1', 'B', '1', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.164417455854929, 'delay_gap_A2B': 0.055414806830159515, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.73845832572035, 'w_acpt': 2.371372212439861, 'w_trans': 5.401440083801807}",1900
1902,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'A', 'two', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.889104167487656, 'delay_gap_A2B': 0.06099421787637334, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.82282811350493, 'w_acpt': 2.958101137041524, 'w_trans': 4.210087977027096}",1902
108,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'two', 'two', 'A', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6104432187712368, 'delay_gap_A2B': 0.2791557454138394, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.315810391804696, 'w_acpt': 2.544945947372642, 'w_trans': 6.562088714369871}",108
1765,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'two', 'A', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.874692213386735, 'delay_gap_A2B': 0.014039210354604797, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.3213677128925, 'w_acpt': 2.1265964194999825, 'w_trans': 9.612541137385247}",1765
277,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.954337230243363, 'delay_gap_A2B': 0.21198046141736474, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.21274426634575, 'w_acpt': 2.5881479652228494, 'w_trans': 5.29360408984137}",277
1915,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', '1', 'A', '1', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1424673519167903, 'delay_gap_A2B': 0.16773244927055006, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.63699885396416, 'w_acpt': 1.6741676381409007, 'w_trans': 5.467534929878628}",1915
295,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'A', 'two', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.717050345231871, 'delay_gap_A2B': 0.16168572465387598, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.03374619645438, 'w_acpt': 2.577858399277673, 'w_trans': 4.5653820050454}",295
296,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'B', '1', 'B', '1', 'two', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6080599561312594, 'delay_gap_A2B': 0.15153886818086904, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.33431706343463, 'w_acpt': 2.304484015847291, 'w_trans': 4.848902385000037}",296
1781,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'B', 'two', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.073586132550654, 'delay_gap_A2B': 0.12257074098213254, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.57142280435525, 'w_acpt': 2.048568057811522, 'w_trans': 9.049164374850783}",1781
1785,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'two', 'two', 'A', '1', '0', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9800438455915508, 'delay_gap_A2B': 0.20901765710717632, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.27107680416397, 'w_acpt': 1.6802721632703332, 'w_trans': 3.1511370743646694}",1785
81,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9606891588016966, 'delay_gap_A2B': 0.0826454941163264, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.4862669758015, 'w_acpt': 2.7840989312725295, 'w_trans': 10.404111645149818}",81
82,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', '1', 'two', '1', 'B', '1', 'two', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5045854997731058, 'delay_gap_A2B': 0.14322843346318795, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.92130249404836, 'w_acpt': 2.3422721942782085, 'w_trans': 8.367862175699065}",82
83,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'A', '1', 'B', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6522462861089613, 'delay_gap_A2B': 0.1193982920788626, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.71599406788114, 'w_acpt': 1.7002259839087648, 'w_trans': 7.552766890237001}",83
84,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.5558656440546996, 'delay_gap_A2B': 0.1754097994168877, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.24287890089146, 'w_acpt': 1.7526327149562104, 'w_trans': 10.710846076823145}",84
1883,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0007726439367546, 'delay_gap_A2B': 0.015677861517249734, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.225820215551224, 'w_acpt': 2.9450195847653573, 'w_trans': 6.965302749556867}",1883
1884,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'two', 'two', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.037768825288221, 'delay_gap_A2B': 0.022308840594424888, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.8529590854034, 'w_acpt': 2.5172436642024443, 'w_trans': 7.019970174468297}",1884
1923,0.125,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'B', 'two', 'B', 'A', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.099510643773151, 'delay_gap_A2B': 0.15878733471672643, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.90105483406138, 'w_acpt': 3.0997476494527305, 'w_trans': 6.243399006929848}",1923
