,score,true_states,pred_states,params,iteration
633,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'A', 'two', 'two', 'A', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.05809919960396, 'delay_gap_A2B': 0.03543129424711945, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.356455084595304, 'w_acpt': 2.169977277520073, 'w_trans': 5.84060790947177}",633
632,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'B', 'B', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.661150312642026, 'delay_gap_A2B': 0.18142079646902845, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.117547777959764, 'w_acpt': 1.7564435696215213, 'w_trans': 6.135504997367146}",632
631,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.7505411668128033, 'delay_gap_A2B': 0.18886073433618633, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.87688221749268, 'w_acpt': 1.5888732606748968, 'w_trans': 5.268043048657488}",631
630,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.634907131256739, 'delay_gap_A2B': 0.20080693266842542, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.56498678001497, 'w_acpt': 1.1829664698260813, 'w_trans': 4.679719424278452}",630
629,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2128161823442407, 'delay_gap_A2B': 0.1625572082214211, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.26732887145311, 'w_acpt': 4.577964230788494, 'w_trans': 2.5386102471772496}",629
626,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.5284263267776823, 'delay_gap_A2B': 0.222798555887599, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.930558475529445, 'w_acpt': 1.3864724085630484, 'w_trans': 8.271282521083357}",626
825,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.074780130097704, 'delay_gap_A2B': 0.017172662939029075, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.4386995965247, 'w_acpt': 1.009184344447279, 'w_trans': 5.027300645528933}",825
622,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', 'two', 'two', 'A', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.4942760865583042, 'delay_gap_A2B': 0.08140245681066362, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.78195102499433, 'w_acpt': 2.263040734649642, 'w_trans': 6.786553062812068}",622
620,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5255112229202632, 'delay_gap_A2B': 0.18573168991354716, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.52737587026281, 'w_acpt': 5.059562464430924, 'w_trans': 3.1781968772430575}",620
619,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.158779059837868, 'delay_gap_A2B': 0.17698165376963387, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.066218366445135, 'w_acpt': 4.513736276725164, 'w_trans': 4.043042442471171}",619
617,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'two', 'two', 'two', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7788430893034473, 'delay_gap_A2B': 0.013554297886941031, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.096686556912736, 'w_acpt': 2.5857084829878483, 'w_trans': 6.684070231014918}",617
616,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.81516673671082, 'delay_gap_A2B': 0.18083767001633205, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.138184204757465, 'w_acpt': 2.9745097985578637, 'w_trans': 7.131157361042557}",616
614,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'A', 'B', 'A', 'B', 'A', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.726225780474961, 'delay_gap_A2B': 0.17014743253196843, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.9971432306949, 'w_acpt': 2.7697603334453045, 'w_trans': 5.483962814958238}",614
613,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'B', 'A', 'A', 'A', 'two', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9764002277693251, 'delay_gap_A2B': 0.07048767537401873, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.357887435625116, 'w_acpt': 2.671929639105161, 'w_trans': 6.013864064984938}",613
612,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.9493057047362652, 'delay_gap_A2B': 0.049485080694008296, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.77763012834299, 'w_acpt': 2.497627593757248, 'w_trans': 5.668281257651838}",612
611,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.004317047591084, 'delay_gap_A2B': 0.03571469663245719, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.040717271235216, 'w_acpt': 2.2665204401935646, 'w_trans': 6.4403981976912945}",611
609,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'two', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0456466884603683, 'delay_gap_A2B': 0.04377530909910314, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.74546543728625, 'w_acpt': 1.7808831146864152, 'w_trans': 6.822808828748743}",609
607,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.705183344882218, 'delay_gap_A2B': 0.19829977912391597, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -43.62312521699455, 'w_acpt': 3.976803830738871, 'w_trans': 5.076993896689857}",607
641,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'B', 'A', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.9691540246024335, 'delay_gap_A2B': 0.11694984533278532, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.59043070822946, 'w_acpt': 3.4468124599026533, 'w_trans': 4.131598454779774}",641
642,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'B', 'two', 'A', 'A', '1', 'B', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.359472991223671, 'delay_gap_A2B': 0.043354201103142684, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.85122450047491, 'w_acpt': 1.4714937962503751, 'w_trans': 12.600162147508644}",642
643,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'B', 'A', 'two', 'A', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8479826327070537, 'delay_gap_A2B': 0.07569897510486734, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.93603225753374, 'w_acpt': 2.64419682786773, 'w_trans': 6.515157333598077}",643
644,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', 'two', 'B', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.8968652077912966, 'delay_gap_A2B': 0.052578278852311366, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.83838426769621, 'w_acpt': 2.8461709228066914, 'w_trans': 5.228390639076869}",644
669,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.84437258278531, 'delay_gap_A2B': 0.01690900696319048, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.859663866610035, 'w_acpt': 2.0601802031252796, 'w_trans': 6.970244449633093}",669
668,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.684058420392723, 'delay_gap_A2B': 0.16631673753231033, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.827440010420375, 'w_acpt': 3.3307085098386766, 'w_trans': 4.404300492609616}",668
667,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'B', 'B', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.1753280654293508, 'delay_gap_A2B': 0.1506587584716811, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.20638222193232, 'w_acpt': 2.5504187164769485, 'w_trans': 4.60048142333485}",667
666,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.9239108944031065, 'delay_gap_A2B': 0.03217955432056313, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.14483745055841, 'w_acpt': 4.177474358727681, 'w_trans': 2.7751538832864773}",666
665,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2557568401410353, 'delay_gap_A2B': 0.06127671423488191, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.337489890329294, 'w_acpt': 3.3467910687969287, 'w_trans': 3.7387089450231255}",665
664,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5306735001873581, 'delay_gap_A2B': 0.2917323639694803, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.51298224454175, 'w_acpt': 1.4877856145210582, 'w_trans': 8.8291819289599}",664
663,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'B', 'B', 'B', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.692261681240571, 'delay_gap_A2B': 0.26807854231438943, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -45.88724558793635, 'w_acpt': 1.6745767021510867, 'w_trans': 11.53409516798371}",663
662,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.410159824804352, 'delay_gap_A2B': 0.25493103870059014, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.07581108070019, 'w_acpt': 5.2293123335532545, 'w_trans': 9.352902142143463}",662
660,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'B', 'A', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.701747395657836, 'delay_gap_A2B': 0.14641505126176996, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.32512000687603, 'w_acpt': 2.9290096633352154, 'w_trans': 4.234552559650242}",660
659,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'A', 'A', 'two', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.783908807588877, 'delay_gap_A2B': 0.15651200054778142, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.287066757511106, 'w_acpt': 3.0963972617788267, 'w_trans': 4.418456547104551}",659
658,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.8375947576970817, 'delay_gap_A2B': 0.13774899212061137, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.84505786043499, 'w_acpt': 3.19637260322849, 'w_trans': 3.3294570837141286}",658
657,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'A', 'A', 'A', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.8826351354148767, 'delay_gap_A2B': 0.1592573347263739, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.018787119535496, 'w_acpt': 3.526305177310374, 'w_trans': 2.137303535000049}",657
656,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6357794335080795, 'delay_gap_A2B': 0.28628458710481985, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.92187851841015, 'w_acpt': 3.9809202956885454, 'w_trans': 11.063382848820876}",656
655,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.788243451457917, 'delay_gap_A2B': 0.15642437345749885, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.260553161054254, 'w_acpt': 3.7971522379787555, 'w_trans': 2.9773848742990543}",655
654,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5688720092133006, 'delay_gap_A2B': 0.0576784100846589, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.68722968856971, 'w_acpt': 5.554862113045685, 'w_trans': 3.895599336252517}",654
653,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', '1', 'A', '1', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.6845850229100612, 'delay_gap_A2B': 0.04830819879862045, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.394166482191565, 'w_acpt': 2.768404059319018, 'w_trans': 2.3506773310445346}",653
652,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'A', 'B', 'A', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.6363028091127363, 'delay_gap_A2B': 0.06549103364828288, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.657711995681915, 'w_acpt': 2.3697857579507944, 'w_trans': 4.436519184868082}",652
651,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.2714519868572265, 'delay_gap_A2B': 0.2657705965271421, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.94126195294615, 'w_acpt': 1.2717627453916969, 'w_trans': 12.20850772318845}",651
650,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.3908943031479977, 'delay_gap_A2B': 0.23610895821115638, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.15972831098362, 'w_acpt': 1.3733524141466442, 'w_trans': 11.737034582216312}",650
649,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'B', 'two', 'A', 'two', 'A', 'A']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.557410547564528, 'delay_gap_A2B': 0.01501758331323886, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.547477043463545, 'w_acpt': 1.1562672046393372, 'w_trans': 9.891764594536227}",649
647,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.0929136938790105, 'delay_gap_A2B': 0.21911696882523393, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.734220137294145, 'w_acpt': 6.586428380771348, 'w_trans': 3.7527306065537385}",647
646,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.610998227801637, 'delay_gap_A2B': 0.2757439158605912, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.96102331178754, 'w_acpt': 1.7308985049109236, 'w_trans': 10.547401575334739}",646
645,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', '1', 'two', 'A', 'two', 'B', 'two', '1']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.7525548326201907, 'delay_gap_A2B': 0.08997003855915453, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.38581219500767, 'w_acpt': 2.4027416693061703, 'w_trans': 5.725537685474372}",645
606,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'A', 'A', 'B', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.6737184567125003, 'delay_gap_A2B': 0.14500409449488516, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.94956489111837, 'w_acpt': 2.961337774269529, 'w_trans': 6.204214436631149}",606
605,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'two', 'two', 'A', 'two', 'two', 'two', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 1.5906541472358169, 'delay_gap_A2B': 0.16516005494892935, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.43914925205637, 'w_acpt': 2.848744914264026, 'w_trans': 3.4462961766761455}",605
604,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'two']","{'background_activity': 13.855558143033827, 'cue_length': 1, 'cue_percentage': 100, 'delay_A2GO': 2.3946776333707613, 'delay_gap_A2B': 0.012262443111082221, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.01269645653195, 'w_acpt': 1.7174733884452993, 'w_trans': 7.790264355756718}",604
