,e_e_max_weight,background_activity,i_e_weight,e_i_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous
0,8.599032539541806,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9949828974912648,0.9945697176040036,0.995563356247867,302.3333333333333,1.3333333333333333
1,11.254254436770058,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9984717988845794,1.0031432536856162,0.9943384050120119,301.0,1.6666666666666667
2,11.846401734178649,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,1.006685720549051,1.0188116580964584,0.9948942831781454,321.6666666666667,1.6666666666666667
3,12.212925216379395,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9904651863923698,0.9845503655277356,0.9965403332963095,279.6666666666667,1.0
4,12.367299852994575,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9952938923270139,1.0043313029476417,0.9864539718809683,272.3333333333333,3.6666666666666665
5,12.811285541855746,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9765107108214709,0.9636908745398044,0.989921362649668,262.6666666666667,2.6666666666666665
6,13.096284234837205,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9939409150492148,0.9936076448843142,0.9944567132882732,299.6666666666667,1.6666666666666667
7,13.218639345722217,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,1.0035497670313118,1.0117410824857271,0.9959234124893696,294.6666666666667,1.3333333333333333
8,13.639709953878198,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9892592968580409,0.9823451629729116,0.9964219583289298,280.3333333333333,1.0
9,14.160843947770049,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9917939478047053,0.9894212165035418,0.9942796070447651,291.0,1.6666666666666667
10,14.531800821256894,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9822570995340164,0.9675601147525678,0.9976061543751075,275.0,0.6666666666666666
11,14.812701024991942,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,1.002040829382348,1.0079644248215913,0.9962069808668012,335.6666666666667,1.3333333333333333
12,14.938858831309723,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9874156105028491,0.990483801917882,0.9843838116946642,299.6666666666667,4.666666666666667
13,15.244740179000528,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9949303247262642,0.9938489610361785,0.9961089494163424,284.6666666666667,1.0
14,15.688240006603072,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9950390534937282,0.9936430082087969,0.9966930774095153,302.0,1.0
15,16.601781343168966,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9929981192337966,0.9912379120014819,0.9948391382589437,261.0,1.3333333333333333
16,17.490483342520918,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,1.006658211392118,1.0157244948765756,0.9978483055406132,329.3333333333333,0.6666666666666666
17,19.281761194121632,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9847389342586749,0.9760975180358945,0.9936020643406905,288.6666666666667,1.6666666666666667
18,20.464609130008565,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9869674407476343,0.9777466825709036,0.9968803879978666,311.3333333333333,1.0
19,21.233429532015947,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,1.001063819553516,1.006067862329971,0.9961379716981131,304.3333333333333,1.0
20,22.051100007682102,15.095621488966964,5.011403421477593,4.9317965951712415,10.003928854474928,100.0,1.0,4.0,64.0,320.0,10.0,0.9949113716793517,0.9950936509735935,0.994902412419577,325.0,1.6666666666666667
