,background_activity,i_e_weight,e_i_weight,e_e_max_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,5.951068166190794,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.10847331395941114,0.05740472055267628,1.0,9.0,0.0,5.95
1,6.508980806771181,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.1259940923240608,0.06730950626918697,1.0,9.333333333333334,0.0,6.51
2,7.066893447351568,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.3509533288480806,0.22115928098425777,1.0,28.0,0.0,7.07
3,7.6248060879319555,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.4174728154148899,0.2729313007968229,0.9933333333333333,37.333333333333336,0.3333333333333333,7.62
4,8.182718728512341,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.6376527806563025,0.4735892992490038,0.9942528735632185,70.0,0.3333333333333333,8.18
5,8.740631369092728,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8217227270742966,0.7056941302394123,0.9928975159898855,96.33333333333333,0.6666666666666666,8.74
6,8.926602249286193,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8416616377186638,0.7346274204026546,0.9860152375108656,115.66666666666667,1.6666666666666667,8.93
7,9.298544009673117,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8810208992956675,0.7937450485854183,0.9927469135802469,122.0,0.8333333333333334,9.30
8,9.670485770060042,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9300365004403891,0.877600722310076,0.9893338062092679,122.66666666666667,1.3333333333333333,9.67
9,9.856456650253504,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.90180143042154,0.832792283610066,0.9888459440004769,121.66666666666667,1.3333333333333333,9.86
10,10.042427530446966,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9232165062795642,0.8704600721606234,0.9832280701754387,121.66666666666667,2.0,10.04
11,10.414369290833891,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9470503668933065,0.9094022929757143,0.9882478063759189,138.33333333333334,1.6666666666666667,10.41
12,10.786311051220817,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.979221435799975,0.9642149283234174,0.9950416574504165,133.33333333333334,0.6666666666666666,10.79
13,10.972281931414278,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9862391555557656,0.9785759193968602,0.9942196531791908,155.0,1.0,10.97
14,11.158252811607742,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9780298535153623,0.9706952464557891,0.9856342208626647,142.0,2.0,11.16
15,11.530194571994665,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.988573779649716,0.9854686511634899,0.9917777777777778,125.66666666666667,1.0,11.53
16,11.530194571994667,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9771898347458192,0.9713459412094773,0.9834656084656085,141.0,2.3333333333333335,11.53
17,11.902136332381591,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9753954528940249,0.9568378153732734,0.994742664015353,151.16666666666666,0.8333333333333334,11.90
18,12.088107212575053,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9732083724607867,0.9554158088647267,0.9917310576520101,161.16666666666666,1.3333333333333333,12.09
19,12.274078092768516,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9652451286755586,0.9430965645957298,0.9890784616747291,153.66666666666666,1.6666666666666667,12.27
20,12.460048972961978,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9698254595557504,0.9420279964718025,1.0,159.66666666666666,0.0,12.46
21,12.64601985315544,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9628499897673858,0.9382467703530478,0.9901804942324878,158.55555555555554,1.5555555555555556,12.65
22,12.831990733348903,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9721750109161899,0.9545316775222003,0.9909213483146067,158.33333333333334,1.3333333333333333,12.83
23,13.017961613542365,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9605700510562519,0.9312218906690681,0.9925829053424265,176.83333333333334,1.3333333333333333,13.02
24,13.203932493735827,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9610421688807215,0.9393966782073789,0.9841747079581816,157.33333333333334,2.5,13.20
25,13.38990337392929,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9459890176581102,0.9076681021225737,0.9899335109904893,158.66666666666666,1.5,13.39
26,13.575874254122752,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9726086195899675,0.9606934998234967,0.9855507088331517,145.66666666666666,2.0,13.58
27,13.761845134316214,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9578707065255649,0.9279796397083968,0.9904087114200634,155.33333333333334,1.4444444444444444,13.76
28,13.947816014509677,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9617502276357137,0.931324403427249,0.9943120229754042,161.33333333333334,1.0,13.95
29,14.133786894703139,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9685564368189947,0.9469080914057474,0.992170558208294,162.5,1.3333333333333333,14.13
30,14.319757774896601,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9544506075639104,0.9233141710645058,0.9882041561381715,161.5,2.0,14.32
31,14.505728655090063,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9726316375247487,0.9520246802546347,0.9945643206172202,152.33333333333334,0.8333333333333334,14.51
32,14.691699535283526,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9388530959555516,0.8896214166719583,0.9941989784095048,171.66666666666666,1.0,14.69
33,14.877670415476988,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9711773674268659,0.9535498997739267,0.9903691144804286,145.5,1.4166666666666667,14.88
34,15.06364129567045,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9663402867418238,0.9415094173291717,0.9936305732484078,173.66666666666666,1.0,15.06
35,15.249612175863913,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9764973508904111,0.9604838594612142,0.9932519246299881,143.16666666666666,1.0,15.25
36,15.435583056057375,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9715133136090152,0.9553364158738821,0.989489034277685,159.33333333333334,1.6666666666666667,15.44
37,15.621553936250837,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9803336899499725,0.9666077300469266,0.9946930721892319,165.83333333333334,0.8333333333333334,15.62
38,15.8075248164443,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.950935467838384,0.9169598615500548,0.9914515863882952,138.33333333333334,1.3333333333333333,15.81
39,15.993495696637762,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.984855448296471,0.976115356941893,0.9938280107672705,146.16666666666666,0.8333333333333334,15.99
40,15.993495696637764,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9882233438378419,0.9877094044236886,0.9887598157163375,152.0,1.6666666666666667,15.99
41,16.179466576831224,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9680250989831779,0.9493614873549833,0.9875687489299777,154.66666666666666,2.0,16.18
42,16.365437457024687,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9785919937342195,0.9691279379066461,0.9884436701509873,147.33333333333334,1.6666666666666667,16.37
43,16.36543745702469,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9756505820724172,0.9577354413051694,0.9954480487198608,161.0,0.6666666666666666,16.37
44,16.55140833721815,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9862578604233935,0.9792141409780798,0.9935208012599318,133.33333333333334,0.8333333333333334,16.55
45,16.73737921741161,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9746820095964077,0.9530969698881656,0.9976525821596244,148.33333333333334,0.3333333333333333,16.74
46,16.737379217411615,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9735157347499226,0.9511669085826685,0.9974358974358974,140.33333333333334,0.3333333333333333,16.74
47,16.923350097605073,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9796287127722884,0.9673522428769467,0.9922679454295379,138.0,1.0,16.92
48,17.109320977798536,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9725472723462167,0.9550406468962386,0.9915691681710356,145.5,1.1666666666666667,17.11
49,17.10932097779854,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9798078252893783,0.9668653825775616,0.9932539682539683,143.0,1.0,17.11
50,17.295291857991998,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.966277610586944,0.934968477455223,1.0,145.0,0.0,17.30
51,17.48126273818546,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9488279682008395,0.9105866598922301,0.992911597729116,140.33333333333334,1.0,17.48
52,17.481262738185464,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9629961172203032,0.9311197500687337,0.9973544973544973,133.0,0.3333333333333333,17.48
53,17.667233618378923,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9476571042604461,0.9059100040826856,0.9963578723379789,130.0,0.5,17.67
54,17.853204498572385,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9816839827016551,0.9662412986048113,0.998015873015873,152.66666666666666,0.3333333333333333,17.85
55,17.85320449857239,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9446034029109799,0.8986173133137055,0.9970238095238096,125.0,0.3333333333333333,17.85
56,18.225146258959313,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9230579221121226,0.8671684220597858,0.9895658361059151,128.66666666666666,1.3333333333333333,18.23
57,18.597088019346238,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9160285920554871,0.8485961111368301,0.9975845410628019,128.33333333333334,0.3333333333333333,18.60
58,18.783058899539697,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9002256829703531,0.8417714201785073,0.9677470868577988,134.66666666666666,4.666666666666667,18.78
59,18.969029779733162,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.9258754573100294,0.8656132904763768,0.9974554707379135,124.33333333333333,0.3333333333333333,18.97
60,19.340971540120087,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8880302958443836,0.8052169825144039,0.9908323859816397,124.33333333333333,1.1666666666666667,19.34
61,19.71291330050701,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8763973267982846,0.7859335548522531,0.9919106929303235,123.33333333333333,1.0,19.71
62,19.89888418070047,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8484117669113296,0.7424408297602604,0.9925925925925926,116.0,0.6666666666666666,19.90
63,20.084855060893936,17.053340759864533,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8176521901951163,0.7024450041766719,0.9805946178896998,106.33333333333333,2.0,20.08
