,i_e_weight,background_activity,e_i_weight,e_e_max_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,8.43391901985881,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8351085497302635,0.7192363050696383,0.9956234423129606,220.66666666666666,1.0,8.43
1,9.984873666497808,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8074556266426223,0.6797159875829877,0.9949212075185114,219.0,1.0,9.98
2,10.914284109412314,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7890372863160927,0.6557035620491162,0.9904762069193738,204.33333333333334,2.0,10.91
3,11.487830266306677,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7933262450342156,0.6601123298833885,0.9939668174962293,219.33333333333334,1.3333333333333333,11.49
4,11.768284054876668,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7893807544093532,0.6550789595246108,0.9930996192893401,200.0,1.3333333333333333,11.77
5,12.576297829214118,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7740117742939495,0.636741794805059,0.9875167775107978,188.0,2.3333333333333335,12.58
6,12.962900553023475,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7582670559475311,0.6117611385278509,0.9979296066252589,166.0,0.3333333333333333,12.96
7,13.01732023658165,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.761558931926734,0.6182342892860446,0.9915941264398137,205.66666666666666,1.6666666666666667,13.02
8,13.05859662442529,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7520993843188345,0.6050120137405616,0.9939439645321998,183.33333333333334,1.0,13.06
9,13.256841762947005,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7650918534614791,0.6203337162584096,0.9979797979797981,190.66666666666666,0.3333333333333333,13.26
