,score,true_states,pred_states,params,iteration
831,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'B', 'B', 'B']","{'background_activity': 21.172330663466862, 'cue_length': 0.6362889008572349, 'cue_percentage': 100, 'delay_A2GO': 2.5148826236199877, 'delay_gap_A2B': 0.0629857796437183, 'e_e_max_weight': 9.960068340205185, 'e_i_weight': 7.4338890561864215, 'i_e_weight': 6.755745284440364, 'i_frequency': 24.236488421216105, 'thr_GO_state': -53.99507402452469, 'w_acpt': 7.614229358942594, 'w_trans': 8.608915393007988}",831
904,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 20.29120699552166, 'cue_length': 0.5004079957439906, 'cue_percentage': 100, 'delay_A2GO': 2.7569142014628065, 'delay_gap_A2B': 0.1013141984803842, 'e_e_max_weight': 11.575916554856772, 'e_i_weight': 4.4867637500001845, 'i_e_weight': 18.692958232525925, 'i_frequency': 16.278282625097116, 'thr_GO_state': -53.23844352037907, 'w_acpt': 6.741460380169416, 'w_trans': 5.230194441018477}",904
905,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', '0', '1', '0', '1', '0', '1', '0', '1']","{'background_activity': 13.407566893488585, 'cue_length': 0.5732304079502188, 'cue_percentage': 100, 'delay_A2GO': 2.9345899829053437, 'delay_gap_A2B': 0.0439936355298227, 'e_e_max_weight': 9.685640645042776, 'e_i_weight': 5.9895019018886755, 'i_e_weight': 5.876217854707074, 'i_frequency': 25.56191146188017, 'thr_GO_state': -53.04478607163398, 'w_acpt': 1.554164813807117, 'w_trans': 8.64172610061669}",905
906,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.678297045893526, 'cue_length': 0.5912397724003745, 'cue_percentage': 100, 'delay_A2GO': 2.8874114751216613, 'delay_gap_A2B': 0.20485014941015603, 'e_e_max_weight': 11.167320952108007, 'e_i_weight': 5.757913386849702, 'i_e_weight': 6.390538616767734, 'i_frequency': 22.559671968164093, 'thr_GO_state': -51.723725785679314, 'w_acpt': 6.440048745032542, 'w_trans': 10.723345148166924}",906
907,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 19.526693532797744, 'cue_length': 0.6743550227537223, 'cue_percentage': 100, 'delay_A2GO': 2.9679545552940176, 'delay_gap_A2B': 0.06647608302849604, 'e_e_max_weight': 5.455888756988726, 'e_i_weight': 7.161901409528189, 'i_e_weight': 9.843974142583635, 'i_frequency': 37.08948297685381, 'thr_GO_state': -50.741966132135495, 'w_acpt': 7.33953612759044, 'w_trans': 7.900386273250874}",907
908,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 18.738593853152395, 'cue_length': 0.7576519950081706, 'cue_percentage': 100, 'delay_A2GO': 2.9668275539298232, 'delay_gap_A2B': 0.0322382611053323, 'e_e_max_weight': 7.1811161677392015, 'e_i_weight': 2.738872563807976, 'i_e_weight': 10.185549729760684, 'i_frequency': 37.84817680323766, 'thr_GO_state': -51.29492672537007, 'w_acpt': 7.117786837720296, 'w_trans': 11.51371985575378}",908
827,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 10.105671647763407, 'cue_length': 0.5957767889002461, 'cue_percentage': 100, 'delay_A2GO': 2.7802325982176246, 'delay_gap_A2B': 0.20048982269807936, 'e_e_max_weight': 10.373862973776909, 'e_i_weight': 7.018764857023795, 'i_e_weight': 6.337664335873731, 'i_frequency': 39.767661357860504, 'thr_GO_state': -53.412260772234575, 'w_acpt': 7.443952454836678, 'w_trans': 9.994028792887818}",827
911,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 20.67419155540682, 'cue_length': 0.6602204226970708, 'cue_percentage': 100, 'delay_A2GO': 2.0830151929671485, 'delay_gap_A2B': 0.09368757636864211, 'e_e_max_weight': 5.972736841026552, 'e_i_weight': 2.2954477178324266, 'i_e_weight': 9.120199468769103, 'i_frequency': 11.500670310152511, 'thr_GO_state': -50.969693881883636, 'w_acpt': 7.46176438025589, 'w_trans': 8.397740004569698}",911
912,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 17.525433614700436, 'cue_length': 0.7922196569800073, 'cue_percentage': 100, 'delay_A2GO': 2.9111443373484414, 'delay_gap_A2B': 0.15451172418196854, 'e_e_max_weight': 7.873196468684804, 'e_i_weight': 6.212120197658505, 'i_e_weight': 9.59073313073798, 'i_frequency': 38.36187971469022, 'thr_GO_state': -49.2074378246142, 'w_acpt': 7.2348903072318524, 'w_trans': 8.053242581000319}",912
913,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 12.975239341717026, 'cue_length': 0.6091955076099653, 'cue_percentage': 100, 'delay_A2GO': 2.331453159298265, 'delay_gap_A2B': 0.20358183577312605, 'e_e_max_weight': 10.25938423005582, 'e_i_weight': 3.8507715514094727, 'i_e_weight': 6.9423837353348175, 'i_frequency': 21.641480732831038, 'thr_GO_state': -47.86187724000149, 'w_acpt': 6.342574879272862, 'w_trans': 11.187137019148711}",913
914,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.123544996802087, 'cue_length': 0.6238760943933686, 'cue_percentage': 100, 'delay_A2GO': 2.8455021147059454, 'delay_gap_A2B': 0.18635229037646428, 'e_e_max_weight': 9.353107489760584, 'e_i_weight': 3.6782879572135205, 'i_e_weight': 7.91658134519134, 'i_frequency': 20.104455228624907, 'thr_GO_state': -52.25026638581321, 'w_acpt': 5.92004901860895, 'w_trans': 10.075595575884288}",914
915,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 16.34227680618025, 'cue_length': 0.6332436850883516, 'cue_percentage': 100, 'delay_A2GO': 2.9407939039670152, 'delay_gap_A2B': 0.16745583390245034, 'e_e_max_weight': 10.586806630733992, 'e_i_weight': 6.713907760399627, 'i_e_weight': 5.317704654606069, 'i_frequency': 12.080125644471167, 'thr_GO_state': -47.597825395051196, 'w_acpt': 1.815960944667867, 'w_trans': 9.584643191264389}",915
916,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 18.141007691524138, 'cue_length': 0.6977109064126622, 'cue_percentage': 100, 'delay_A2GO': 2.5400832566358806, 'delay_gap_A2B': 0.1353726717020367, 'e_e_max_weight': 6.77828814249834, 'e_i_weight': 2.9841000894195964, 'i_e_weight': 8.433609383547395, 'i_frequency': 12.98710465151679, 'thr_GO_state': -51.621254686763066, 'w_acpt': 7.763069316583661, 'w_trans': 7.661085383882243}",916
826,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'B', 'two', 'two', 'A', 'A']","{'background_activity': 12.812381231005919, 'cue_length': 0.5584510653019317, 'cue_percentage': 100, 'delay_A2GO': 2.6958310377981958, 'delay_gap_A2B': 0.06919529119677185, 'e_e_max_weight': 10.31813445631196, 'e_i_weight': 6.134298925447448, 'i_e_weight': 7.015327441668342, 'i_frequency': 21.019312851148364, 'thr_GO_state': -52.765578323323844, 'w_acpt': 7.873874019177558, 'w_trans': 5.609563634250764}",826
919,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 19.032473741843106, 'cue_length': 0.718514049308216, 'cue_percentage': 100, 'delay_A2GO': 2.959916151529646, 'delay_gap_A2B': 0.14082690737877007, 'e_e_max_weight': 8.2375332350647, 'e_i_weight': 6.992033967040385, 'i_e_weight': 8.884348944947066, 'i_frequency': 35.46221368620757, 'thr_GO_state': -50.0150548971808, 'w_acpt': 6.552918702791348, 'w_trans': 7.550298833015418}",919
920,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'B', 'B', 'A', 'A', 'two', 'B', 'B']","{'background_activity': 17.325252228618208, 'cue_length': 0.6779580879735195, 'cue_percentage': 100, 'delay_A2GO': 2.9952469818078415, 'delay_gap_A2B': 0.10589158778612685, 'e_e_max_weight': 7.598187490030543, 'e_i_weight': 2.659672982777838, 'i_e_weight': 10.718940635682138, 'i_frequency': 36.074182211288736, 'thr_GO_state': -48.291199695146055, 'w_acpt': 7.664600798558731, 'w_trans': 8.26132082738534}",920
921,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 22.040099998028474, 'cue_length': 0.5942222695523881, 'cue_percentage': 100, 'delay_A2GO': 2.8197242890014236, 'delay_gap_A2B': 0.1730619954746523, 'e_e_max_weight': 10.92258842408794, 'e_i_weight': 3.9574732895123543, 'i_e_weight': 7.1574984751490245, 'i_frequency': 39.930140666866016, 'thr_GO_state': -42.280978385476935, 'w_acpt': 7.1871651022409955, 'w_trans': 9.465586579022279}",921
922,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 11.824453856066185, 'cue_length': 0.5822915544651656, 'cue_percentage': 100, 'delay_A2GO': 2.603282266586532, 'delay_gap_A2B': 0.18886757246099758, 'e_e_max_weight': 10.307680274465252, 'e_i_weight': 3.4025586138331176, 'i_e_weight': 6.710689302721156, 'i_frequency': 23.85895484637773, 'thr_GO_state': -53.35150087470638, 'w_acpt': 6.740965318955585, 'w_trans': 9.203369454278468}",922
816,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 20.67034148832309, 'cue_length': 0.5598040634670379, 'cue_percentage': 100, 'delay_A2GO': 2.5553227447494584, 'delay_gap_A2B': 0.15807775139523378, 'e_e_max_weight': 12.054603606653684, 'e_i_weight': 6.815729543327923, 'i_e_weight': 7.498181119379366, 'i_frequency': 21.997713244549452, 'thr_GO_state': -53.08045978948569, 'w_acpt': 7.781419279035396, 'w_trans': 7.086150193938798}",816
815,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.563221334449238, 'cue_length': 0.5147964820455951, 'cue_percentage': 100, 'delay_A2GO': 2.763168941869246, 'delay_gap_A2B': 0.13197416477640167, 'e_e_max_weight': 14.574145178283969, 'e_i_weight': 1.7338412431374584, 'i_e_weight': 5.023997728780122, 'i_frequency': 23.60012493806856, 'thr_GO_state': -49.95678051978595, 'w_acpt': 6.743989528755834, 'w_trans': 6.676917834202068}",815
814,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.90649939937687, 'cue_length': 0.5859065651150132, 'cue_percentage': 100, 'delay_A2GO': 2.972574103021296, 'delay_gap_A2B': 0.03269088085199841, 'e_e_max_weight': 14.089064131540642, 'e_i_weight': 3.780658465508874, 'i_e_weight': 17.454681641312206, 'i_frequency': 13.351959472682918, 'thr_GO_state': -49.51477104065071, 'w_acpt': 6.412625612924482, 'w_trans': 9.1568268978183}",814
813,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 15.693617538766558, 'cue_length': 0.5382886121554267, 'cue_percentage': 100, 'delay_A2GO': 2.8307961173177425, 'delay_gap_A2B': 0.08060636442905827, 'e_e_max_weight': 11.986428007387874, 'e_i_weight': 4.796030877110636, 'i_e_weight': 10.510832287592741, 'i_frequency': 16.129472263533472, 'thr_GO_state': -50.60503221233097, 'w_acpt': 6.626822607587461, 'w_trans': 7.782024841161246}",813
812,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 12.311341197027529, 'cue_length': 0.5512351086038875, 'cue_percentage': 100, 'delay_A2GO': 2.99695982322205, 'delay_gap_A2B': 0.06290428946176557, 'e_e_max_weight': 13.700071499321052, 'e_i_weight': 4.285826918351142, 'i_e_weight': 7.262282234794236, 'i_frequency': 17.05364473361815, 'thr_GO_state': -49.61183400834318, 'w_acpt': 7.13257720293906, 'w_trans': 6.0434300565132775}",812
811,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.563742796637074, 'cue_length': 0.5720855317461899, 'cue_percentage': 100, 'delay_A2GO': 2.8705787046687887, 'delay_gap_A2B': 0.13981795386872423, 'e_e_max_weight': 14.432677247618605, 'e_i_weight': 2.97560348102296, 'i_e_weight': 5.842688901523649, 'i_frequency': 22.66957832343045, 'thr_GO_state': -49.080082381812595, 'w_acpt': 6.259359394620275, 'w_trans': 6.424107607738362}",811
895,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 29.876197350898725, 'cue_length': 0.5657004414972452, 'cue_percentage': 100, 'delay_A2GO': 2.999976618558187, 'delay_gap_A2B': 0.1166310318392019, 'e_e_max_weight': 6.561713768919521, 'e_i_weight': 2.8680455669182754, 'i_e_weight': 8.288110727408913, 'i_frequency': 33.972120787018284, 'thr_GO_state': -51.25098347525622, 'w_acpt': 7.071683476117223, 'w_trans': 8.156085280292523}",895
894,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.623370705594647, 'cue_length': 0.5903895542889238, 'cue_percentage': 100, 'delay_A2GO': 2.8141733356617125, 'delay_gap_A2B': 0.1823456217162676, 'e_e_max_weight': 10.804323612074112, 'e_i_weight': 3.1731903255373055, 'i_e_weight': 7.333732187903483, 'i_frequency': 20.652024106062377, 'thr_GO_state': -51.83483547883516, 'w_acpt': 1.1846402019055837, 'w_trans': 8.46836744059556}",894
893,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 21.467772930098906, 'cue_length': 0.6194234816592628, 'cue_percentage': 100, 'delay_A2GO': 2.8688500251113944, 'delay_gap_A2B': 0.1711883889530718, 'e_e_max_weight': 10.028580047559783, 'e_i_weight': 3.4990154822026502, 'i_e_weight': 7.8558436982417215, 'i_frequency': 25.98699281863164, 'thr_GO_state': -52.66835348664041, 'w_acpt': 7.2764842175840245, 'w_trans': 10.331453967873193}",893
848,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.025487702761852, 'cue_length': 0.5899497692683275, 'cue_percentage': 100, 'delay_A2GO': 2.9332947885401617, 'delay_gap_A2B': 0.17836521630910523, 'e_e_max_weight': 10.165018632676771, 'e_i_weight': 3.68767628475769, 'i_e_weight': 6.06865597936104, 'i_frequency': 23.599628000567854, 'thr_GO_state': -53.40992162412451, 'w_acpt': 7.993835278140392, 'w_trans': 10.525173329491679}",848
859,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 19.408323327687036, 'cue_length': 0.6938084324452858, 'cue_percentage': 100, 'delay_A2GO': 2.5097151639121287, 'delay_gap_A2B': 0.040264230535246755, 'e_e_max_weight': 7.1479800998998115, 'e_i_weight': 6.464294254321267, 'i_e_weight': 8.620248759923733, 'i_frequency': 38.58855993210485, 'thr_GO_state': -50.19920388666522, 'w_acpt': 7.997802449491858, 'w_trans': 8.857349277339479}",859
860,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 17.63163610734056, 'cue_length': 0.9288562637148112, 'cue_percentage': 100, 'delay_A2GO': 2.971420672484766, 'delay_gap_A2B': 0.16494397272807265, 'e_e_max_weight': 8.046766498561182, 'e_i_weight': 2.375925407062182, 'i_e_weight': 8.247078815816932, 'i_frequency': 26.451754831627596, 'thr_GO_state': -50.7866753591157, 'w_acpt': 7.407265436451462, 'w_trans': 9.521272006387477}",860
861,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 18.872028037423, 'cue_length': 0.6445885672435778, 'cue_percentage': 100, 'delay_A2GO': 2.4503541696830284, 'delay_gap_A2B': 0.14955440384356838, 'e_e_max_weight': 8.747675346054267, 'e_i_weight': 2.5954229373383466, 'i_e_weight': 9.317377482847808, 'i_frequency': 23.03290461290914, 'thr_GO_state': -48.63316091734162, 'w_acpt': 7.030859509346093, 'w_trans': 8.16900347193281}",861
862,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'B', 'B', 'B', 'A', 'A', 'A', 'A']","{'background_activity': 15.949616079522283, 'cue_length': 0.7154645974277859, 'cue_percentage': 100, 'delay_A2GO': 2.9990036366573083, 'delay_gap_A2B': 0.1150225728342212, 'e_e_max_weight': 6.601710156099488, 'e_i_weight': 1.9799412883503977, 'i_e_weight': 8.700840874333677, 'i_frequency': 38.998190195146165, 'thr_GO_state': -51.94218902573347, 'w_acpt': 7.652800132016461, 'w_trans': 8.515937424065696}",862
863,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 12.970987756669235, 'cue_length': 0.5820406641291292, 'cue_percentage': 100, 'delay_A2GO': 2.9372047963092864, 'delay_gap_A2B': 0.1904439830558918, 'e_e_max_weight': 10.09641292190226, 'e_i_weight': 3.584679219043766, 'i_e_weight': 6.270793784481577, 'i_frequency': 20.14744209989584, 'thr_GO_state': -52.61758097101225, 'w_acpt': 7.316956937505514, 'w_trans': 10.06212479517221}",863
864,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 11.329421513143586, 'cue_length': 0.5997498896768324, 'cue_percentage': 100, 'delay_A2GO': 2.8546593499565707, 'delay_gap_A2B': 0.19826988340939355, 'e_e_max_weight': 10.433751167721761, 'e_i_weight': 7.549734989493757, 'i_e_weight': 6.85606716399681, 'i_frequency': 39.818095470351395, 'thr_GO_state': -53.13889355514528, 'w_acpt': 6.884093285992568, 'w_trans': 9.616478379712909}",864
866,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","{'background_activity': 18.48011609229023, 'cue_length': 0.6863930149919383, 'cue_percentage': 100, 'delay_A2GO': 2.9679951786027603, 'delay_gap_A2B': 0.0743662859445938, 'e_e_max_weight': 9.308279503450777, 'e_i_weight': 7.030713903400395, 'i_e_weight': 9.482537107021912, 'i_frequency': 35.75446620230541, 'thr_GO_state': -51.100306103102454, 'w_acpt': 6.634072505529595, 'w_trans': 7.959330440159057}",866
867,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 17.7052699724058, 'cue_length': 0.567510525159229, 'cue_percentage': 100, 'delay_A2GO': 2.998389537388718, 'delay_gap_A2B': 0.12130599362671354, 'e_e_max_weight': 6.937337296317743, 'e_i_weight': 3.0639193243056395, 'i_e_weight': 10.106622474273474, 'i_frequency': 21.203405827965806, 'thr_GO_state': -49.240074096241464, 'w_acpt': 7.876264381043059, 'w_trans': 8.352462946044739}",867
868,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.63308277703209, 'cue_length': 0.5934315264732313, 'cue_percentage': 100, 'delay_A2GO': 2.9024559318835923, 'delay_gap_A2B': 0.18571060640548853, 'e_e_max_weight': 10.869965259334661, 'e_i_weight': 3.8743042723447316, 'i_e_weight': 6.545302831928635, 'i_frequency': 22.385516803315063, 'thr_GO_state': -53.772072180113774, 'w_acpt': 7.041017383187807, 'w_trans': 9.838881545597243}",868
869,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 22.060285472011874, 'cue_length': 0.519681879086542, 'cue_percentage': 100, 'delay_A2GO': 2.793527289289906, 'delay_gap_A2B': 0.13776839022987147, 'e_e_max_weight': 14.862418783321036, 'e_i_weight': 4.297736322831292, 'i_e_weight': 17.38012044219704, 'i_frequency': 16.337582119698023, 'thr_GO_state': -52.419863020610734, 'w_acpt': 7.521664028800196, 'w_trans': 5.535014601698839}",869
850,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.297330127435082, 'cue_length': 0.5005627286364298, 'cue_percentage': 100, 'delay_A2GO': 2.6763212237759246, 'delay_gap_A2B': 0.11020227527676972, 'e_e_max_weight': 11.64693101065749, 'e_i_weight': 4.865971704461661, 'i_e_weight': 7.956089776934558, 'i_frequency': 17.68681488631181, 'thr_GO_state': -53.716032617564984, 'w_acpt': 6.834674157136829, 'w_trans': 6.403253963798385}",850
871,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 20.916386955123933, 'cue_length': 0.6348883491033209, 'cue_percentage': 100, 'delay_A2GO': 2.5468002228531614, 'delay_gap_A2B': 0.18731517988466861, 'e_e_max_weight': 10.051202917087364, 'e_i_weight': 5.951932833024406, 'i_e_weight': 7.227771286500479, 'i_frequency': 20.947341620066833, 'thr_GO_state': -53.55343026189703, 'w_acpt': 6.29339071920595, 'w_trans': 9.34972442543287}",871
849,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'B', 'two', 'A', 'two', 'B', 'A', 'A']","{'background_activity': 15.039305816528952, 'cue_length': 0.6059029909856605, 'cue_percentage': 100, 'delay_A2GO': 2.8880086472706377, 'delay_gap_A2B': 0.19143791107248065, 'e_e_max_weight': 10.545238472783481, 'e_i_weight': 6.920695182192639, 'i_e_weight': 7.353703310940836, 'i_frequency': 20.468348563167503, 'thr_GO_state': -52.60672568242818, 'w_acpt': 7.124473723137804, 'w_trans': 8.054111729294645}",849
846,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.764274267420705, 'cue_length': 0.5500067678057406, 'cue_percentage': 100, 'delay_A2GO': 2.6561983168547507, 'delay_gap_A2B': 0.11929698856645873, 'e_e_max_weight': 15.39836735581972, 'e_i_weight': 5.576561849450241, 'i_e_weight': 5.727978447969781, 'i_frequency': 19.211426428168174, 'thr_GO_state': -52.95698557917002, 'w_acpt': 6.916988719897993, 'w_trans': 7.276315714941187}",846
892,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 11.47312237542933, 'cue_length': 0.5771950886790619, 'cue_percentage': 100, 'delay_A2GO': 2.936586148085808, 'delay_gap_A2B': 0.1631079869323844, 'e_e_max_weight': 10.340859502315032, 'e_i_weight': 4.018388636720313, 'i_e_weight': 6.187735191112944, 'i_frequency': 20.19527680382085, 'thr_GO_state': -52.29696496759673, 'w_acpt': 6.756288308923559, 'w_trans': 9.719890487908955}",892
845,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.690650983482508, 'cue_length': 0.5373397243196981, 'cue_percentage': 100, 'delay_A2GO': 2.774134732369202, 'delay_gap_A2B': 0.14243844264086553, 'e_e_max_weight': 12.276592309855014, 'e_i_weight': 4.63090312542531, 'i_e_weight': 5.321466008146415, 'i_frequency': 19.840217710410634, 'thr_GO_state': -52.48702049226291, 'w_acpt': 7.745256576752276, 'w_trans': 7.712128584947364}",845
843,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 21.896064849829763, 'cue_length': 0.5101112930933933, 'cue_percentage': 100, 'delay_A2GO': 2.705808146562849, 'delay_gap_A2B': 0.10606004667217635, 'e_e_max_weight': 11.401876002413045, 'e_i_weight': 5.640320992406246, 'i_e_weight': 7.19661176146562, 'i_frequency': 18.4185392002085, 'thr_GO_state': -53.46440432868645, 'w_acpt': 7.626391352769569, 'w_trans': 6.100925224356633}",843
842,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 13.452673003764133, 'cue_length': 0.5254900690536338, 'cue_percentage': 100, 'delay_A2GO': 2.7872915940633614, 'delay_gap_A2B': 0.07140846131910016, 'e_e_max_weight': 13.103027658196229, 'e_i_weight': 5.419388675345944, 'i_e_weight': 6.430696648525547, 'i_frequency': 17.75338940310195, 'thr_GO_state': -53.10699548479047, 'w_acpt': 7.384893628196253, 'w_trans': 6.52273856779314}",842
879,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 22.46162317058385, 'cue_length': 0.5804729041681189, 'cue_percentage': 100, 'delay_A2GO': 2.4723693398673587, 'delay_gap_A2B': 0.20938669056741804, 'e_e_max_weight': 10.615239206980869, 'e_i_weight': 3.277606493732098, 'i_e_weight': 5.797663595501749, 'i_frequency': 39.969353728585574, 'thr_GO_state': -42.985613831346036, 'w_acpt': 6.661856573117939, 'w_trans': 10.566564097868167}",879
