,score,true_states,pred_states,params,iteration
225,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'B']","{'background_activity': 18.481794711221543, 'cue_length': 0.735787231515616, 'cue_percentage': 100, 'delay_A2GO': 2.284399257389536, 'delay_gap_A2B': 0.06130802450906174, 'e_e_max_weight': 6.397200280267999, 'e_i_weight': 6.674044979427226, 'i_e_weight': 18.5934306525036, 'i_frequency': 17.150894070957122, 'thr_GO_state': -48.07434180575025, 'w_acpt': 6.806002715557657, 'w_trans': 11.740467681909921}",225
222,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'A', 'B', 'B', 'A']","{'background_activity': 22.392158167458096, 'cue_length': 0.5101904985909311, 'cue_percentage': 100, 'delay_A2GO': 2.724994948316189, 'delay_gap_A2B': 0.03764985363283284, 'e_e_max_weight': 19.445286702865722, 'e_i_weight': 7.264008636905155, 'i_e_weight': 17.753460351046936, 'i_frequency': 18.763830617813134, 'thr_GO_state': -51.002040093732475, 'w_acpt': 7.820247323599105, 'w_trans': 6.36302684492477}",222
1141,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'two']","{'background_activity': 12.317955096457762, 'cue_length': 0.5442338458876803, 'cue_percentage': 100, 'delay_A2GO': 2.852037953059078, 'delay_gap_A2B': 0.0402251857328169, 'e_e_max_weight': 14.181067267555296, 'e_i_weight': 4.831642501684838, 'i_e_weight': 15.030321920067962, 'i_frequency': 24.59587456326665, 'thr_GO_state': -48.225348154548, 'w_acpt': 7.131637537415486, 'w_trans': 6.279308857350349}",1141
959,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'null', 'A', 'A', 'B', 'null']","{'background_activity': 10.088603926615413, 'cue_length': 0.5539455994650847, 'cue_percentage': 100, 'delay_A2GO': 2.5324762832576675, 'delay_gap_A2B': 0.06215399248930979, 'e_e_max_weight': 12.696161804588916, 'e_i_weight': 7.260710803633385, 'i_e_weight': 19.412996871227556, 'i_frequency': 17.59715957527515, 'thr_GO_state': -50.23858008478881, 'w_acpt': 7.984280208635975, 'w_trans': 8.540879136329242}",959
1274,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'two', 'B', 'B', 'A', 'A']","{'background_activity': 11.607962002502843, 'cue_length': 0.5614191553370377, 'cue_percentage': 100, 'delay_A2GO': 2.846229655594227, 'delay_gap_A2B': 0.09478815860309948, 'e_e_max_weight': 13.581978907965524, 'e_i_weight': 4.641491681805555, 'i_e_weight': 19.906881002689907, 'i_frequency': 17.998665880194814, 'thr_GO_state': -48.276092465910416, 'w_acpt': 6.720083624682844, 'w_trans': 6.339939188077308}",1274
1441,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","{'background_activity': 11.426747569136266, 'cue_length': 0.524284097414196, 'cue_percentage': 100, 'delay_A2GO': 2.928736248131987, 'delay_gap_A2B': 0.03613965532383289, 'e_e_max_weight': 13.342349051675907, 'e_i_weight': 4.999214266537444, 'i_e_weight': 19.953998632408585, 'i_frequency': 18.472224561505687, 'thr_GO_state': -50.62811534282472, 'w_acpt': 7.530651619131593, 'w_trans': 6.378633629141048}",1441
1713,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'B']","{'background_activity': 19.26500306059515, 'cue_length': 0.9729723090590047, 'cue_percentage': 100, 'delay_A2GO': 2.819868480155598, 'delay_gap_A2B': 0.01106296592575418, 'e_e_max_weight': 7.712819010272582, 'e_i_weight': 5.98043559215915, 'i_e_weight': 12.898733771990676, 'i_frequency': 22.206976491384665, 'thr_GO_state': -45.829761912260985, 'w_acpt': 7.346759242999076, 'w_trans': 4.975409347220582}",1713
208,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'B']","{'background_activity': 14.246824962085991, 'cue_length': 0.8647508260120315, 'cue_percentage': 100, 'delay_A2GO': 2.3521080492933533, 'delay_gap_A2B': 0.2609686848697295, 'e_e_max_weight': 12.373390047644339, 'e_i_weight': 4.80790190199705, 'i_e_weight': 19.828578968636965, 'i_frequency': 10.202964262775641, 'thr_GO_state': -48.9650805586542, 'w_acpt': 4.622662488954952, 'w_trans': 5.0359531079897275}",208
206,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'two', 'B', 'A']","{'background_activity': 18.607061121261275, 'cue_length': 0.8023308261299652, 'cue_percentage': 100, 'delay_A2GO': 2.3019433728887377, 'delay_gap_A2B': 0.28054102092547817, 'e_e_max_weight': 8.709953643899393, 'e_i_weight': 6.530344232122284, 'i_e_weight': 16.122407088112716, 'i_frequency': 11.870497408093938, 'thr_GO_state': -47.58080813380973, 'w_acpt': 4.819499378285718, 'w_trans': 5.994687114764083}",206
1070,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'A']","{'background_activity': 12.278243283425176, 'cue_length': 0.641045654056735, 'cue_percentage': 100, 'delay_A2GO': 2.7961231547199374, 'delay_gap_A2B': 0.02409309727141784, 'e_e_max_weight': 11.975372604589865, 'e_i_weight': 5.6205146993800295, 'i_e_weight': 11.263945520127244, 'i_frequency': 27.06866491618369, 'thr_GO_state': -50.79998059236144, 'w_acpt': 7.981546271955421, 'w_trans': 8.240490226178787}",1070
200,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', '1', 'A', '1', 'B', 'B']","{'background_activity': 16.258717177400097, 'cue_length': 0.7901423684367355, 'cue_percentage': 100, 'delay_A2GO': 2.601763184246729, 'delay_gap_A2B': 0.2086650181600381, 'e_e_max_weight': 13.992375070598564, 'e_i_weight': 8.88208236218821, 'i_e_weight': 14.567346243889016, 'i_frequency': 13.660400559878727, 'thr_GO_state': -46.366710328794845, 'w_acpt': 6.2953643437851445, 'w_trans': 4.953929326562045}",200
1453,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","{'background_activity': 20.196103375856154, 'cue_length': 0.6718542709976907, 'cue_percentage': 100, 'delay_A2GO': 2.7307924334308495, 'delay_gap_A2B': 0.007302813051382457, 'e_e_max_weight': 8.074046521923835, 'e_i_weight': 6.290490890037044, 'i_e_weight': 11.278121854258199, 'i_frequency': 22.323248461276417, 'thr_GO_state': -53.14053860624387, 'w_acpt': 7.283865381932088, 'w_trans': 8.330780288695596}",1453
1149,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","{'background_activity': 12.235310844337617, 'cue_length': 0.6281699146179717, 'cue_percentage': 100, 'delay_A2GO': 2.851262570545537, 'delay_gap_A2B': 0.17495489634402184, 'e_e_max_weight': 9.68068394906871, 'e_i_weight': 5.908930152763621, 'i_e_weight': 12.111206966748217, 'i_frequency': 22.485176929127288, 'thr_GO_state': -44.88588955810978, 'w_acpt': 7.997739297882113, 'w_trans': 9.131263023756881}",1149
606,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'A']","{'background_activity': 17.558009653911554, 'cue_length': 0.5773513992700152, 'cue_percentage': 100, 'delay_A2GO': 2.882101594624752, 'delay_gap_A2B': 0.10000653925890299, 'e_e_max_weight': 11.8573385799432, 'e_i_weight': 5.41833643216464, 'i_e_weight': 17.059770375795097, 'i_frequency': 19.338562267835055, 'thr_GO_state': -52.81547977361703, 'w_acpt': 6.009020507310753, 'w_trans': 5.311853793166638}",606
940,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'B']","{'background_activity': 12.649080795859689, 'cue_length': 0.5016158001062632, 'cue_percentage': 100, 'delay_A2GO': 2.8431319943783886, 'delay_gap_A2B': 0.02642211658713553, 'e_e_max_weight': 14.749760538918045, 'e_i_weight': 7.665322393138956, 'i_e_weight': 8.8185153031491, 'i_frequency': 22.51151534963446, 'thr_GO_state': -49.13140342105868, 'w_acpt': 6.920797204016238, 'w_trans': 6.182448692312461}",940
363,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'two', 'two', 'two', 'B', 'B']","{'background_activity': 18.586844230684996, 'cue_length': 0.6618174689230176, 'cue_percentage': 100, 'delay_A2GO': 2.4616059567185498, 'delay_gap_A2B': 0.1787694059308687, 'e_e_max_weight': 13.327801392978762, 'e_i_weight': 5.943967307412837, 'i_e_weight': 12.002917876541241, 'i_frequency': 19.75854452397531, 'thr_GO_state': -48.35292240599188, 'w_acpt': 5.638844304765643, 'w_trans': 3.3122583770791807}",363
1058,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","{'background_activity': 11.256110536149823, 'cue_length': 0.5189149420758159, 'cue_percentage': 100, 'delay_A2GO': 2.762168686703885, 'delay_gap_A2B': 0.14548975836431702, 'e_e_max_weight': 12.752335050713562, 'e_i_weight': 5.324414386730374, 'i_e_weight': 18.663456147119987, 'i_frequency': 17.424418387539802, 'thr_GO_state': -53.64517586144415, 'w_acpt': 7.169307536052117, 'w_trans': 7.532734528004493}",1058
1787,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'two', 'B', 'B', 'A', 'A']","{'background_activity': 12.443363782894224, 'cue_length': 0.5644921408353891, 'cue_percentage': 100, 'delay_A2GO': 2.89024085721863, 'delay_gap_A2B': 0.08245388300216011, 'e_e_max_weight': 14.29947017178662, 'e_i_weight': 4.102300234860736, 'i_e_weight': 19.20857062922159, 'i_frequency': 13.179220238915837, 'thr_GO_state': -47.80619866286522, 'w_acpt': 5.164048050611439, 'w_trans': 4.664673762058662}",1787
1788,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'two', 'B', 'B', 'A', 'A']","{'background_activity': 12.930248307590764, 'cue_length': 0.5002886312335842, 'cue_percentage': 100, 'delay_A2GO': 2.9126036416722934, 'delay_gap_A2B': 0.05804693192197512, 'e_e_max_weight': 13.954843656447197, 'e_i_weight': 4.554918447105061, 'i_e_weight': 18.43528074386127, 'i_frequency': 17.94700693768405, 'thr_GO_state': -48.90361665840476, 'w_acpt': 6.706203755581524, 'w_trans': 6.8256823757501355}",1788
1153,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'two', 'B', 'B', 'A', 'A']","{'background_activity': 10.432949590102169, 'cue_length': 0.5039087410925738, 'cue_percentage': 100, 'delay_A2GO': 2.884111227989269, 'delay_gap_A2B': 0.04065031392804695, 'e_e_max_weight': 12.519288041041309, 'e_i_weight': 4.739369490431027, 'i_e_weight': 15.622366561997108, 'i_frequency': 14.092179994942601, 'thr_GO_state': -50.46483777138542, 'w_acpt': 6.8416246567005246, 'w_trans': 5.480789708799878}",1153
582,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'A']","{'background_activity': 15.265007173421978, 'cue_length': 0.5985795523734297, 'cue_percentage': 100, 'delay_A2GO': 2.878573995975961, 'delay_gap_A2B': 0.15911888904227928, 'e_e_max_weight': 10.874614217624307, 'e_i_weight': 4.132479025715148, 'i_e_weight': 18.436671453516396, 'i_frequency': 21.22192978313032, 'thr_GO_state': -53.98039811920524, 'w_acpt': 6.345274905857402, 'w_trans': 7.671880668859526}",582
1789,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","{'background_activity': 19.147487417849298, 'cue_length': 0.6161043875045162, 'cue_percentage': 100, 'delay_A2GO': 2.6764028592015627, 'delay_gap_A2B': 0.01888944761142317, 'e_e_max_weight': 7.26968023761463, 'e_i_weight': 7.649059188225514, 'i_e_weight': 10.272119053436242, 'i_frequency': 17.56707006717098, 'thr_GO_state': -52.5216148204819, 'w_acpt': 7.356318036577465, 'w_trans': 8.05429341608399}",1789
359,0.375,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'A', '1', 'A', 'B', 'A', 'B']","{'background_activity': 17.710949746082797, 'cue_length': 0.8575308540777126, 'cue_percentage': 100, 'delay_A2GO': 2.447700671421656, 'delay_gap_A2B': 0.19734707220512063, 'e_e_max_weight': 15.609376640448094, 'e_i_weight': 9.67769635306612, 'i_e_weight': 16.28027651368039, 'i_frequency': 15.77409930367326, 'thr_GO_state': -46.0299030945813, 'w_acpt': 7.987514958906354, 'w_trans': 4.765301983149061}",359
1087,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'A', 'A', 'two', 'B', 'B']","{'background_activity': 13.03243694204397, 'cue_length': 0.6782946983356382, 'cue_percentage': 100, 'delay_A2GO': 2.997201364294709, 'delay_gap_A2B': 0.04472231467616816, 'e_e_max_weight': 12.643966220849338, 'e_i_weight': 4.955822664729114, 'i_e_weight': 6.490793931424438, 'i_frequency': 22.83563989508225, 'thr_GO_state': -49.83049213602189, 'w_acpt': 7.1701585574635995, 'w_trans': 9.750257507981289}",1087
1413,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'A', 'A', 'B', 'B', 'B']","{'background_activity': 25.194431287295878, 'cue_length': 0.6729516996398887, 'cue_percentage': 100, 'delay_A2GO': 2.804883625771713, 'delay_gap_A2B': 0.01736822053976148, 'e_e_max_weight': 11.48349330039749, 'e_i_weight': 8.363892856304528, 'i_e_weight': 6.297955338670057, 'i_frequency': 24.3872595072656, 'thr_GO_state': -49.957242582896804, 'w_acpt': 7.9810345083456715, 'w_trans': 10.157081451233308}",1413
603,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","{'background_activity': 19.942332444323206, 'cue_length': 0.5437498693237361, 'cue_percentage': 100, 'delay_A2GO': 2.78026964691516, 'delay_gap_A2B': 0.12019308098503678, 'e_e_max_weight': 17.626167993199317, 'e_i_weight': 6.684922919416157, 'i_e_weight': 19.060610053702387, 'i_frequency': 16.5737371324087, 'thr_GO_state': -52.15186350412829, 'w_acpt': 5.495450333187443, 'w_trans': 6.166076891575171}",603
580,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'two']","{'background_activity': 22.293254848709047, 'cue_length': 0.6082301318678563, 'cue_percentage': 100, 'delay_A2GO': 2.2470438084349595, 'delay_gap_A2B': 0.05780186210705433, 'e_e_max_weight': 14.84139275051579, 'e_i_weight': 4.772886991199845, 'i_e_weight': 18.906054827080645, 'i_frequency': 22.275545214003664, 'thr_GO_state': -52.60612914729757, 'w_acpt': 7.404155141358131, 'w_trans': 7.1947049047901315}",580
1177,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'A', 'A', 'A', 'two', 'B']","{'background_activity': 20.257046552341794, 'cue_length': 0.6188471244886751, 'cue_percentage': 100, 'delay_A2GO': 2.3121112046422545, 'delay_gap_A2B': 0.19541564115591606, 'e_e_max_weight': 10.137459061469356, 'e_i_weight': 6.420046098816692, 'i_e_weight': 8.176938182227055, 'i_frequency': 27.148838560508114, 'thr_GO_state': -48.50106295771515, 'w_acpt': 7.23712246963926, 'w_trans': 9.593758516992084}",1177
577,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'A', 'A', 'B', 'B', 'B']","{'background_activity': 19.99926112339527, 'cue_length': 0.5410636082316983, 'cue_percentage': 100, 'delay_A2GO': 2.360935101676499, 'delay_gap_A2B': 0.07032085981595415, 'e_e_max_weight': 14.352034354235272, 'e_i_weight': 6.18655286049754, 'i_e_weight': 17.637950957286776, 'i_frequency': 15.983329876615219, 'thr_GO_state': -49.76963902524134, 'w_acpt': 7.321081573918874, 'w_trans': 6.92131859477854}",577
1076,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 11.330274927178706, 'cue_length': 0.664055108068299, 'cue_percentage': 100, 'delay_A2GO': 2.903314854520403, 'delay_gap_A2B': 0.01769064136288568, 'e_e_max_weight': 11.868889192120452, 'e_i_weight': 3.353542593341256, 'i_e_weight': 8.395022318392408, 'i_frequency': 21.874560366067904, 'thr_GO_state': -50.0779483164126, 'w_acpt': 7.738413683249334, 'w_trans': 8.901505173467516}",1076
1211,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 11.539249017016331, 'cue_length': 0.715040358160645, 'cue_percentage': 100, 'delay_A2GO': 2.999990481739373, 'delay_gap_A2B': 0.0006455873628796079, 'e_e_max_weight': 13.156906460639885, 'e_i_weight': 5.428195800341808, 'i_e_weight': 7.407071999032667, 'i_frequency': 25.855092962734467, 'thr_GO_state': -47.02444436889693, 'w_acpt': 7.995842776525664, 'w_trans': 7.529657748549497}",1211
1166,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'A', 'A', 'two', 'B', 'B']","{'background_activity': 11.62332765368392, 'cue_length': 0.5547255382329039, 'cue_percentage': 100, 'delay_A2GO': 2.6297446352143297, 'delay_gap_A2B': 0.049261996858671823, 'e_e_max_weight': 15.31722469880069, 'e_i_weight': 4.832027130762117, 'i_e_weight': 18.088226043103447, 'i_frequency': 10.496655378128086, 'thr_GO_state': -49.22416879930673, 'w_acpt': 6.042542317255278, 'w_trans': 12.97667427863759}",1166
429,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 14.76430109723526, 'cue_length': 0.5679897235278575, 'cue_percentage': 100, 'delay_A2GO': 2.947359883831752, 'delay_gap_A2B': 0.1129159686634806, 'e_e_max_weight': 13.416190675447108, 'e_i_weight': 4.602634653425688, 'i_e_weight': 12.890497042056634, 'i_frequency': 18.220413941142333, 'thr_GO_state': -49.10359078661447, 'w_acpt': 6.892577920484898, 'w_trans': 10.894483256181875}",429
592,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'two', 'two', 'A', 'B', 'B']","{'background_activity': 20.956115137257388, 'cue_length': 0.5000600732190891, 'cue_percentage': 100, 'delay_A2GO': 2.1102705834985778, 'delay_gap_A2B': 0.1666350150294197, 'e_e_max_weight': 12.950585836523382, 'e_i_weight': 5.16209091786874, 'i_e_weight': 19.90779868030327, 'i_frequency': 16.344209461339755, 'thr_GO_state': -53.19339647944935, 'w_acpt': 6.689905239432504, 'w_trans': 6.529982018090138}",592
411,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'two', 'A', 'A', 'A']","{'background_activity': 22.70898528554227, 'cue_length': 0.5026036032896817, 'cue_percentage': 100, 'delay_A2GO': 2.15370931467806, 'delay_gap_A2B': 0.08879228709187577, 'e_e_max_weight': 18.531595342470013, 'e_i_weight': 7.0340692998778565, 'i_e_weight': 17.78905334105609, 'i_frequency': 18.80496354083524, 'thr_GO_state': -51.23050463951891, 'w_acpt': 7.996981856873262, 'w_trans': 6.865868023860797}",411
398,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'A']","{'background_activity': 20.528903635530465, 'cue_length': 0.8203724659778115, 'cue_percentage': 100, 'delay_A2GO': 2.3882440766248627, 'delay_gap_A2B': 0.20412350210499, 'e_e_max_weight': 5.6010468484126505, 'e_i_weight': 7.677257454987319, 'i_e_weight': 19.588362039933088, 'i_frequency': 11.954104354499055, 'thr_GO_state': -45.280511646661104, 'w_acpt': 7.251545665739999, 'w_trans': 3.7273573535425504}",398
684,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 12.621828394515404, 'cue_length': 0.7236701583197529, 'cue_percentage': 100, 'delay_A2GO': 2.998752927889926, 'delay_gap_A2B': 0.09619148623362582, 'e_e_max_weight': 11.562919451039994, 'e_i_weight': 2.5661550623199045, 'i_e_weight': 5.650726178285641, 'i_frequency': 23.840726474766722, 'thr_GO_state': -51.07309951804195, 'w_acpt': 6.084822170213791, 'w_trans': 11.530689204662306}",684
1180,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 12.506410064051392, 'cue_length': 0.5805891162533269, 'cue_percentage': 100, 'delay_A2GO': 2.2144721275133294, 'delay_gap_A2B': 0.04373127710977813, 'e_e_max_weight': 15.457251746744804, 'e_i_weight': 4.519995192820821, 'i_e_weight': 17.24335505379256, 'i_frequency': 23.437241847165794, 'thr_GO_state': -49.43358355914751, 'w_acpt': 6.737190927197777, 'w_trans': 13.421497386179166}",1180
402,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'B']","{'background_activity': 22.011928693931733, 'cue_length': 0.5247608891897808, 'cue_percentage': 100, 'delay_A2GO': 2.2267279152605886, 'delay_gap_A2B': 0.05134065095259341, 'e_e_max_weight': 14.632462913828931, 'e_i_weight': 5.773189640784973, 'i_e_weight': 19.37223435432246, 'i_frequency': 19.23505064365899, 'thr_GO_state': -49.71012093617847, 'w_acpt': 7.890411891917706, 'w_trans': 6.616024994918719}",402
1187,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'A', 'A', 'B', 'A']","{'background_activity': 12.5141550646397, 'cue_length': 0.6024092710997234, 'cue_percentage': 100, 'delay_A2GO': 2.4036374353775747, 'delay_gap_A2B': 0.19080927947069304, 'e_e_max_weight': 16.16755434063075, 'e_i_weight': 5.5760991141231635, 'i_e_weight': 16.656365677861803, 'i_frequency': 25.98667044149237, 'thr_GO_state': -47.17507573166538, 'w_acpt': 7.614125779264301, 'w_trans': 12.029012911997134}",1187
1181,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'A', 'two', 'two', 'two', 'two']","{'background_activity': 21.446555625253726, 'cue_length': 0.5983104166003417, 'cue_percentage': 100, 'delay_A2GO': 2.942547737537773, 'delay_gap_A2B': 0.0043272792340100785, 'e_e_max_weight': 16.306813011114404, 'e_i_weight': 6.961705479379695, 'i_e_weight': 5.698152873433349, 'i_frequency': 21.3440927816893, 'thr_GO_state': -52.78321513558656, 'w_acpt': 7.286577290335399, 'w_trans': 11.780291861522105}",1181
601,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 23.603236623365373, 'cue_length': 0.5149880789595201, 'cue_percentage': 100, 'delay_A2GO': 2.8528698611846988, 'delay_gap_A2B': 0.11064131843715053, 'e_e_max_weight': 11.64187832775953, 'e_i_weight': 4.510897646574868, 'i_e_weight': 19.381239271069056, 'i_frequency': 17.63761787259846, 'thr_GO_state': -52.5986597417629, 'w_acpt': 7.491043680499316, 'w_trans': 8.388265486261922}",601
1436,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'two', 'A', 'A', 'A', 'A']","{'background_activity': 20.847345716106354, 'cue_length': 0.6307172201126618, 'cue_percentage': 100, 'delay_A2GO': 2.46481404370357, 'delay_gap_A2B': 0.18904335999836547, 'e_e_max_weight': 9.478710857130725, 'e_i_weight': 6.4746953593156675, 'i_e_weight': 8.85451033627584, 'i_frequency': 19.798246615267246, 'thr_GO_state': -52.23791837972608, 'w_acpt': 7.9991592817325365, 'w_trans': 9.0284149987856}",1436
1404,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'two', 'two', 'two', 'two', 'two', 'two']","{'background_activity': 12.563034388054149, 'cue_length': 0.5655584205308769, 'cue_percentage': 100, 'delay_A2GO': 2.8309021775356005, 'delay_gap_A2B': 0.22242482343716702, 'e_e_max_weight': 11.582835959808254, 'e_i_weight': 5.097088504658724, 'i_e_weight': 15.145522959792979, 'i_frequency': 12.92704330779535, 'thr_GO_state': -42.74675985197035, 'w_acpt': 6.904853282625657, 'w_trans': 6.386399407552225}",1404
1435,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'A']","{'background_activity': 20.450146267788398, 'cue_length': 0.6283418443658212, 'cue_percentage': 100, 'delay_A2GO': 2.438245362439027, 'delay_gap_A2B': 0.19184217398780076, 'e_e_max_weight': 9.74553711342335, 'e_i_weight': 6.661078547763619, 'i_e_weight': 9.058751098193888, 'i_frequency': 19.592780477165704, 'thr_GO_state': -51.973627227304945, 'w_acpt': 7.782383011528577, 'w_trans': 9.515599436480645}",1435
1192,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'two', 'A', 'A', 'two', 'two']","{'background_activity': 10.350359874419652, 'cue_length': 0.5842398320353308, 'cue_percentage': 100, 'delay_A2GO': 2.754805598751091, 'delay_gap_A2B': 0.19762411428020574, 'e_e_max_weight': 11.855117041760938, 'e_i_weight': 5.141483235353201, 'i_e_weight': 7.791008839505292, 'i_frequency': 24.20644599722849, 'thr_GO_state': -46.541604610674696, 'w_acpt': 7.436263623981334, 'w_trans': 8.877764202570402}",1192
1188,0.25,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'B', 'B', 'B', 'two', 'A', 'A', 'A']","{'background_activity': 12.604022937824322, 'cue_length': 0.5958730336211818, 'cue_percentage': 100, 'delay_A2GO': 2.500882386195296, 'delay_gap_A2B': 0.17888714268555175, 'e_e_max_weight': 16.104322724607375, 'e_i_weight': 5.712978989435441, 'i_e_weight': 8.473730212107347, 'i_frequency': 25.186873636966485, 'thr_GO_state': -46.888747936989525, 'w_acpt': 7.384257749990392, 'w_trans': 12.726591600859551}",1188
