,i_frequency,background_activity,i_e_weight,e_i_weight,e_e_max_weight,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous
0,4.512341406155994,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.051527220217646,1.1183757922075506,0.9923372015486424,372.0,2.6666666666666665
1,4.763446733301054,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0305340989290366,1.1010312704295069,0.9688854489164087,309.0,11.333333333333334
2,5.0305004585748945,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0286238500054898,1.0887483832235818,0.9749480000871508,361.3333333333333,10.666666666666666
3,6.221120996755509,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0410798470560814,1.0907511736171382,0.9959533542478689,350.6666666666667,1.3333333333333333
4,6.408578481116064,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0141236397321016,1.0600585416544213,0.9720185822166747,345.6666666666667,9.333333333333334
5,6.9265840400296526,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0038525400233196,1.040672295221172,0.970202084355784,317.6666666666667,11.0
6,9.13397784470007,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0024673353327553,1.008329124070696,0.9969268516720454,327.3333333333333,1.0
7,9.627064469010795,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9980344071284173,0.998646680207146,0.9976806146965768,281.6666666666667,0.6666666666666666
8,9.665858625118178,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9906866799687822,0.9917535320959351,0.990001674596373,251.0,2.6666666666666665
9,9.786269644686161,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9862496250685734,1.0037491038995885,0.9702616182002881,303.3333333333333,9.333333333333334
10,10.003928854474928,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,1.0009688509020414,1.0053625989052752,0.996833422464226,321.6666666666667,1.0
11,10.531983356253324,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9860571143190361,0.9802561150972587,0.992238717118726,296.6666666666667,2.3333333333333335
12,10.556758703914124,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9792495898305306,0.9635165234167106,0.9955740065166965,296.3333333333333,1.3333333333333333
13,10.91956582883195,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9576806121503939,0.9228908075589753,0.9951988048823663,280.0,1.3333333333333333
14,11.529979281790752,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9847571341910202,0.9762467840725114,0.993493472164514,295.6666666666667,2.0
15,12.773231112982426,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9574525769359816,0.9231947141156366,0.9944891806793059,300.0,1.6666666666666667
16,12.77677667443289,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.947261302067409,0.9066525427620022,0.9917334578626371,284.0,2.3333333333333335
17,12.961762051913793,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9398851041825343,0.8904428394696442,0.9953267617459106,286.3333333333333,1.3333333333333333
18,12.99305267381611,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9241918264902949,0.8631986262645287,0.9944648577350669,226.0,1.3333333333333333
19,13.366545039747505,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.9338362330404477,0.8827222940121123,0.9915931256927425,281.6666666666667,2.3333333333333335
20,14.002043761435443,15.095621488966964,5.011403421477593,4.9317965951712415,14.531800821256894,100.0,1.0,4.0,64.0,320.0,10.0,0.8979758578332939,0.8195244721078421,0.9933983014262412,251.33333333333334,1.6666666666666667
