,background_activity,i_e_weight,e_i_weight,e_e_max_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous
0,6.933576978479824,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.7563531076017512,0.6149597134491412,0.9821873689468154,167.66666666666666,3.0
1,7.212723795756347,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.7638685637656497,0.6218332805003105,0.990069562225008,196.33333333333334,2.0
2,8.194813278205274,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8201530299157338,0.6994866369171712,0.9911457765172176,194.66666666666666,1.6666666666666667
3,9.23427283004315,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8670372493765649,0.7697304110957374,0.992580087928439,219.33333333333334,1.6666666666666667
4,9.293397747932325,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8606586954239409,0.7594866299087246,0.9931094837376994,241.33333333333334,1.6666666666666667
5,9.326222405271649,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8680221670487197,0.7708414480436897,0.9934593867635169,206.66666666666666,1.3333333333333333
6,9.364658546996711,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8796752776355728,0.7907658899152944,0.9912354312354313,233.0,2.0
7,9.969219514284319,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8960997245149503,0.81627265652874,0.9934281105061503,284.3333333333333,1.6666666666666667
8,10.089993597068172,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8977839057001086,0.8184045628550942,0.9942490270444461,239.66666666666666,1.3333333333333333
9,10.127270190060601,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.8958210697520338,0.8173015757321771,0.9910984319529447,260.6666666666667,2.3333333333333335
10,10.577159330759777,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.912196598657414,0.8431913916946808,0.9935770750988143,248.33333333333334,1.6666666666666667
11,11.12421541541934,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9185644919414929,0.854301109082008,0.9933620092839844,256.0,1.6666666666666667
12,11.29802308712023,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9321408453922192,0.8794331483548764,0.991641837938201,254.66666666666666,2.0
13,11.475329492933021,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9363897177295012,0.8862426815116166,0.9928712443022386,279.3333333333333,2.0
14,11.660880102070344,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9425206487464979,0.8970145581256265,0.9929618120999101,267.3333333333333,2.0
15,11.774553376982595,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.94155949326057,0.9010340470370354,0.9860681438638448,257.0,3.6666666666666665
16,11.804629989355913,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9472504716680795,0.9046490694802873,0.9941735839455523,233.0,1.3333333333333333
17,11.828996951248088,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9487836039849235,0.9058393491314987,0.9961572244180941,268.6666666666667,1.0
18,11.841518989870588,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9446817560733267,0.9061157226362733,0.9867029194683741,261.0,3.3333333333333335
19,11.908210837214023,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9364819190565802,0.8902928959739015,0.9878970051913464,222.33333333333334,2.6666666666666665
20,11.927940993034426,5.011403421477593,4.9317965951712415,14.531800821256894,10.003928854474928,100.0,1.0,4.0,64.0,256.0,10.0,0.9512138720440606,0.9128508281274651,0.9930328858471139,291.0,2.0
