,score,params,iteration
1123,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5003550940126803, 'cue_percentage': 100, 'delay_A2GO': 2.486188331369331, 'delay_gap_A2B': 0.04915708928723299, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.452408721150825, 'w_acpt': 1.1409884995141426, 'w_trans': 7.966790280068479}",1123
1721,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7025491509720054, 'cue_percentage': 100, 'delay_A2GO': 2.240598863744353, 'delay_gap_A2B': 0.19041270329564505, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.058287888786104, 'w_acpt': 1.515271827568967, 'w_trans': 5.205220948764886}",1721
679,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.9570640863844395, 'cue_percentage': 100, 'delay_A2GO': 2.605673783771226, 'delay_gap_A2B': 0.013966136211571403, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.98024456817012, 'w_acpt': 1.0197328079116867, 'w_trans': 7.3656157629987415}",679
578,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5519961485875232, 'cue_percentage': 100, 'delay_A2GO': 2.06290269575794, 'delay_gap_A2B': 0.06704581853942525, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.20300713740002, 'w_acpt': 1.3620964691004276, 'w_trans': 4.483382868258795}",578
882,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7025165674178044, 'cue_percentage': 100, 'delay_A2GO': 2.136642557501948, 'delay_gap_A2B': 0.08182703875814401, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.05587490472067, 'w_acpt': 1.0050985008515303, 'w_trans': 5.442200507302308}",882
460,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.9624043085983047, 'cue_percentage': 100, 'delay_A2GO': 2.844061579718346, 'delay_gap_A2B': 0.06528531415759564, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.56955275760434, 'w_acpt': 1.7729950039225393, 'w_trans': 7.413461131031719}",460
1009,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5769665872911661, 'cue_percentage': 100, 'delay_A2GO': 2.3109664262843403, 'delay_gap_A2B': 0.11491773255307286, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.064800442761964, 'w_acpt': 2.015395405844855, 'w_trans': 6.5438185330288405}",1009
1098,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.524228726186082, 'cue_percentage': 100, 'delay_A2GO': 2.416543515007224, 'delay_gap_A2B': 0.015941457582828014, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.51642792513569, 'w_acpt': 1.0017391034810443, 'w_trans': 5.878140203757341}",1098
520,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6564058212832348, 'cue_percentage': 100, 'delay_A2GO': 2.9650141732150113, 'delay_gap_A2B': 0.0868179524813472, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.63822615911851, 'w_acpt': 1.402929645876464, 'w_trans': 8.628746011415066}",520
1578,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.527438277450803, 'cue_percentage': 100, 'delay_A2GO': 2.2776932346122165, 'delay_gap_A2B': 0.04846372780728912, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.27603384359494, 'w_acpt': 1.6059314332498382, 'w_trans': 6.061881824901136}",1578
1687,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6894453049202316, 'cue_percentage': 100, 'delay_A2GO': 2.2130646353275036, 'delay_gap_A2B': 0.19891077258418227, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.50879760879465, 'w_acpt': 1.3319249983463177, 'w_trans': 4.803529130752471}",1687
1500,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.691977136485205, 'cue_percentage': 100, 'delay_A2GO': 1.919105067753962, 'delay_gap_A2B': 0.1875509490374702, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.408443408315826, 'w_acpt': 1.3317873806922629, 'w_trans': 5.355761697740722}",1500
1675,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5319417460706056, 'cue_percentage': 100, 'delay_A2GO': 2.3210866685986975, 'delay_gap_A2B': 0.057257474304024725, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.477044587921206, 'w_acpt': 1.2078223368842849, 'w_trans': 6.603376639586957}",1675
498,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5832400438439862, 'cue_percentage': 100, 'delay_A2GO': 1.980863263766233, 'delay_gap_A2B': 0.14514164211434114, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.823650353723416, 'w_acpt': 1.1384019317450267, 'w_trans': 5.259559020606954}",498
788,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5169235643469454, 'cue_percentage': 100, 'delay_A2GO': 2.2654695591643756, 'delay_gap_A2B': 0.21967785596015318, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.18578001755403, 'w_acpt': 1.5999257663882467, 'w_trans': 5.70934916726922}",788
1857,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5582642336588642, 'cue_percentage': 100, 'delay_A2GO': 2.154301372352325, 'delay_gap_A2B': 0.11840171979899924, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.1751939782624, 'w_acpt': 1.324351437950114, 'w_trans': 5.623830027339716}",1857
1914,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6764951285899619, 'cue_percentage': 100, 'delay_A2GO': 2.0432799643123136, 'delay_gap_A2B': 0.17947838604376148, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.524720064766335, 'w_acpt': 1.0045547154553567, 'w_trans': 6.524513796976501}",1914
1319,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5007108316100519, 'cue_percentage': 100, 'delay_A2GO': 2.2235689722450394, 'delay_gap_A2B': 0.06029235604957454, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.30423342999906, 'w_acpt': 1.1231631496172194, 'w_trans': 5.860836518049833}",1319
804,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5438233025346977, 'cue_percentage': 100, 'delay_A2GO': 2.4770938480198024, 'delay_gap_A2B': 0.22353806417033964, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.978202869277304, 'w_acpt': 1.4763779204626541, 'w_trans': 5.344214020008597}",804
864,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5380889181821409, 'cue_percentage': 100, 'delay_A2GO': 2.453302793638769, 'delay_gap_A2B': 0.09000297286202566, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.06828810953217, 'w_acpt': 1.1531871352710548, 'w_trans': 7.293672237292237}",864
1906,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5849272206222331, 'cue_percentage': 100, 'delay_A2GO': 1.5756629217638802, 'delay_gap_A2B': 0.06342506222512244, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.16598460968165, 'w_acpt': 1.3415173457929925, 'w_trans': 6.390715856042193}",1906
1948,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7938957850909264, 'cue_percentage': 100, 'delay_A2GO': 2.0863149668104786, 'delay_gap_A2B': 0.2132490285301281, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -48.12805247496926, 'w_acpt': 2.0474876335743635, 'w_trans': 4.141164653327942}",1948
1952,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5195482945297386, 'cue_percentage': 100, 'delay_A2GO': 2.3074431055390834, 'delay_gap_A2B': 0.036842734285603855, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.562931599980246, 'w_acpt': 1.2747003676736604, 'w_trans': 6.65061108599357}",1952
803,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5091171407759753, 'cue_percentage': 100, 'delay_A2GO': 2.2751716575845986, 'delay_gap_A2B': 0.21366088290906587, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.983958469866984, 'w_acpt': 1.800514646624582, 'w_trans': 4.465019416039397}",803
1329,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5359068128764554, 'cue_percentage': 100, 'delay_A2GO': 2.3136735239039807, 'delay_gap_A2B': 0.012964410841541804, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.95711877265537, 'w_acpt': 1.3934371338748566, 'w_trans': 5.76779058778025}",1329
1881,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.696802963530583, 'cue_percentage': 100, 'delay_A2GO': 2.1402783235868665, 'delay_gap_A2B': 0.19743087293062966, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.838887021908114, 'w_acpt': 1.3252372339073208, 'w_trans': 4.65335502303834}",1881
846,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5117771888232229, 'cue_percentage': 100, 'delay_A2GO': 2.0528314095511537, 'delay_gap_A2B': 0.23353512309641847, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.99361272784958, 'w_acpt': 1.2084337511079517, 'w_trans': 5.814154642292358}",846
1685,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7165751412591332, 'cue_percentage': 100, 'delay_A2GO': 2.2357989240863505, 'delay_gap_A2B': 0.1840116665977475, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.82854345386703, 'w_acpt': 1.2709786617601313, 'w_trans': 5.029948125699491}",1685
1338,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5286702086417346, 'cue_percentage': 100, 'delay_A2GO': 2.269559328599639, 'delay_gap_A2B': 0.09006164249881841, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.271524224249426, 'w_acpt': 1.4693917926228914, 'w_trans': 6.859935040789862}",1338
1939,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.518891812043193, 'cue_percentage': 100, 'delay_A2GO': 2.262453032716772, 'delay_gap_A2B': 0.029801797154611422, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.66589076017383, 'w_acpt': 1.2167227448380336, 'w_trans': 7.967999953887461}",1939
1595,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5381027355335777, 'cue_percentage': 100, 'delay_A2GO': 1.7724787832398927, 'delay_gap_A2B': 0.21276611993889824, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.3071604795583, 'w_acpt': 1.2694450633447034, 'w_trans': 5.745356988641111}",1595
1844,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7093303130479067, 'cue_percentage': 100, 'delay_A2GO': 1.9011201084796574, 'delay_gap_A2B': 0.21071180284576124, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.409591432124756, 'w_acpt': 1.4020421387162527, 'w_trans': 7.238548934110564}",1844
1411,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5492305171828166, 'cue_percentage': 100, 'delay_A2GO': 2.25436484299181, 'delay_gap_A2B': 0.01657759603957211, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.093293144408726, 'w_acpt': 1.3469502288861113, 'w_trans': 4.591200218168856}",1411
875,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6576806958088601, 'cue_percentage': 100, 'delay_A2GO': 2.4795378678830686, 'delay_gap_A2B': 0.22933629229102492, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.624515780872485, 'w_acpt': 1.8515389493033885, 'w_trans': 4.901381669132261}",875
528,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6496334496931139, 'cue_percentage': 100, 'delay_A2GO': 2.1194456376328685, 'delay_gap_A2B': 0.20715747486748412, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.5620903888512, 'w_acpt': 1.9570018913399898, 'w_trans': 6.424255055597238}",528
819,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.585351985352119, 'cue_percentage': 100, 'delay_A2GO': 2.165365327273679, 'delay_gap_A2B': 0.08620621701313502, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.15623411181346, 'w_acpt': 1.0001184465523658, 'w_trans': 5.128704478295478}",819
816,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5511068945244187, 'cue_percentage': 100, 'delay_A2GO': 2.0763792654103144, 'delay_gap_A2B': 0.1865566828525687, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.43558892934207, 'w_acpt': 1.7569142836020188, 'w_trans': 4.770348266251114}",816
1611,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5610567056127169, 'cue_percentage': 100, 'delay_A2GO': 2.211925122185704, 'delay_gap_A2B': 0.0546052020411346, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.082958291680264, 'w_acpt': 1.4761833811985037, 'w_trans': 6.684340776484956}",1611
744,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7141041349833965, 'cue_percentage': 100, 'delay_A2GO': 2.134626648223641, 'delay_gap_A2B': 0.206876896350814, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.45862990110196, 'w_acpt': 1.5191182577966733, 'w_trans': 6.091256326909868}",744
1503,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5527264497888573, 'cue_percentage': 100, 'delay_A2GO': 2.377270134149699, 'delay_gap_A2B': 0.02246183116503596, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.61025235461198, 'w_acpt': 1.6760295577673014, 'w_trans': 6.605228730320244}",1503
873,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7846312487471874, 'cue_percentage': 100, 'delay_A2GO': 2.359305065717521, 'delay_gap_A2B': 0.2083362071280156, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.23167447751041, 'w_acpt': 1.0066336623769898, 'w_trans': 5.460194502975038}",873
1923,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6096697516838758, 'cue_percentage': 100, 'delay_A2GO': 2.151405275625944, 'delay_gap_A2B': 0.09152087995091661, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.27369067523835, 'w_acpt': 1.85172558641887, 'w_trans': 5.528639919262382}",1923
1994,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.7768580841918127, 'cue_percentage': 100, 'delay_A2GO': 2.0469428039727746, 'delay_gap_A2B': 0.2429223523138912, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.53123899397362, 'w_acpt': 2.0341872392920277, 'w_trans': 3.974866580071145}",1994
1372,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6116055648479947, 'cue_percentage': 100, 'delay_A2GO': 2.307337615343007, 'delay_gap_A2B': 0.2004457759210477, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.80683988056076, 'w_acpt': 1.8816741109697812, 'w_trans': 5.952659721450384}",1372
469,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.9526317234403818, 'cue_percentage': 100, 'delay_A2GO': 2.914770361407626, 'delay_gap_A2B': 0.005074053294130111, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -46.710139298241025, 'w_acpt': 1.2754082868351495, 'w_trans': 4.169153823345949}",469
865,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.6209368059613894, 'cue_percentage': 100, 'delay_A2GO': 1.5904652346243715, 'delay_gap_A2B': 0.17490171605595795, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.995137844715444, 'w_acpt': 1.9392577989189728, 'w_trans': 6.382453416195589}",865
1921,0.5757575757575758,"{'background_activity': 13.855558143033827, 'cue_length': 0.5006952211739352, 'cue_percentage': 100, 'delay_A2GO': 2.8978216758406052, 'delay_gap_A2B': 0.201584241558185, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.069179977577676, 'w_acpt': 1.5122838803691188, 'w_trans': 4.100542940312046}",1921
1138,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5553894465790933, 'cue_percentage': 100, 'delay_A2GO': 2.2853255917388027, 'delay_gap_A2B': 0.056872058846231505, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -47.7754584206624, 'w_acpt': 1.4202863361988514, 'w_trans': 5.390119397656635}",1138
1141,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.6113355879737625, 'cue_percentage': 100, 'delay_A2GO': 2.2034764854139763, 'delay_gap_A2B': 0.014702534375421922, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.790970796020794, 'w_acpt': 1.2585433485308781, 'w_trans': 6.686698940107594}",1141
577,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5492315279874125, 'cue_percentage': 100, 'delay_A2GO': 1.9626208573442365, 'delay_gap_A2B': 0.052936673016895086, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.56281646741089, 'w_acpt': 1.6367607059300706, 'w_trans': 5.313407673751163}",577
412,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.535319911566365, 'cue_percentage': 100, 'delay_A2GO': 1.9975433098932363, 'delay_gap_A2B': 0.03976348870831582, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.98590572325773, 'w_acpt': 1.1527817847944557, 'w_trans': 6.788741831298068}",412
935,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5604231456938291, 'cue_percentage': 100, 'delay_A2GO': 1.5524224929964159, 'delay_gap_A2B': 0.26499392700137064, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.788608318536944, 'w_acpt': 1.448425081509563, 'w_trans': 6.3089434002333435}",935
925,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5169470555418272, 'cue_percentage': 100, 'delay_A2GO': 2.217434546568392, 'delay_gap_A2B': 0.02277392040106303, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.310373122179, 'w_acpt': 1.5585366721222955, 'w_trans': 5.430146239648454}",925
1142,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5773309251886314, 'cue_percentage': 100, 'delay_A2GO': 2.363493712497141, 'delay_gap_A2B': 0.04040219766290685, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.18839902189082, 'w_acpt': 1.5160912252124772, 'w_trans': 8.177783430683046}",1142
1586,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.6872101636622892, 'cue_percentage': 100, 'delay_A2GO': 2.5599233845780613, 'delay_gap_A2B': 0.18321392395411698, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -49.3237254975716, 'w_acpt': 1.1355715969010922, 'w_trans': 7.898788804601954}",1586
1774,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5149115039676234, 'cue_percentage': 100, 'delay_A2GO': 2.353303736857956, 'delay_gap_A2B': 0.05114802847552068, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -53.34769993371512, 'w_acpt': 1.1547834729122304, 'w_trans': 6.726485280823725}",1774
1160,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5223968139129911, 'cue_percentage': 100, 'delay_A2GO': 2.1367956019079375, 'delay_gap_A2B': 0.045551266334559457, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.87207874047634, 'w_acpt': 1.0034708508516563, 'w_trans': 3.8725971667099537}",1160
537,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.6724958704036831, 'cue_percentage': 100, 'delay_A2GO': 2.942303727470597, 'delay_gap_A2B': 0.16891726363502022, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -50.200506043764236, 'w_acpt': 1.132659280096876, 'w_trans': 7.843823420875694}",537
1949,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5419656241759835, 'cue_percentage': 100, 'delay_A2GO': 2.2555300817018256, 'delay_gap_A2B': 0.015669017216654785, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -51.40660220941183, 'w_acpt': 1.3025413688969858, 'w_trans': 6.953665794389433}",1949
1154,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5090531004716654, 'cue_percentage': 100, 'delay_A2GO': 2.096268557398042, 'delay_gap_A2B': 0.08457758547842009, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.02163154314856, 'w_acpt': 1.373475789891917, 'w_trans': 7.160879071522801}",1154
1531,0.5454545454545454,"{'background_activity': 13.855558143033827, 'cue_length': 0.5697642640275821, 'cue_percentage': 100, 'delay_A2GO': 2.1075069915900593, 'delay_gap_A2B': 0.059441876441819884, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -52.198083392285625, 'w_acpt': 1.87149217118549, 'w_trans': 6.5639678729936435}",1531
