,i_e_weight,background_activity,e_i_weight,e_e_max_weight,i_frequency,cue_percentage,cue_length,num_attractors,attractor_size,network_size,num_cues,f1_score,recall,accuracy,triggered,spontaneous,sweeped
0,8.382707254610503,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8271611986837777,0.7071493197084849,0.9966825396825397,212.0,0.6666666666666666,8.38
1,10.342041327645672,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8117135750160286,0.6864436495394517,0.9934107770402187,221.0,1.3333333333333333,10.34
2,10.759102907074281,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8028316359967308,0.6733378982510289,0.9953703703703703,218.33333333333334,1.0,10.76
3,11.066309858875503,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.8044996255010212,0.6762887624847652,0.9931651502619244,192.33333333333334,1.3333333333333333,11.07
4,11.086224746520905,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7850783475940807,0.6537209394159462,0.9848649874054077,195.66666666666666,3.0,11.09
5,11.342828398006276,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7892204253004169,0.6532231517218277,0.9968553459119497,211.33333333333334,0.6666666666666666,11.34
6,11.776304234500087,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7834961537672084,0.6466099811513367,0.9941893428988485,172.33333333333334,1.0,11.78
7,11.842881127001677,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7727506617020424,0.6340850236412819,0.9893260334436805,178.0,2.0,11.84
8,12.437371134540987,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7843855658131225,0.6471389081426885,0.9955778988037052,209.66666666666666,1.0,12.44
9,12.497401459475375,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.762935519800653,0.6209608231319561,0.9891370439012445,177.66666666666666,2.0,12.50
10,12.846713112271322,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7644323085943537,0.6188199229693011,1.0,180.66666666666666,0.0,12.85
11,13.32223651838964,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7681431393499807,0.6256086824537929,0.9948527359017308,185.66666666666666,1.0,13.32
12,13.456359266845547,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7401123911628732,0.5898491392468328,0.9940568886063881,165.0,1.0,13.46
13,13.48839265547609,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7407728998271907,0.5908998719675247,0.9931662162581928,160.66666666666666,1.0,13.49
14,13.673713989893974,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7370472337449154,0.5876514262971814,0.9886930050513497,171.66666666666666,2.0,13.67
15,13.82315312676377,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.765589860197958,0.6212744908130423,0.998158379373849,197.0,0.3333333333333333,13.82
16,13.82879093436983,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.739792003090066,0.5903601797612849,0.991084235145521,176.33333333333334,1.6666666666666667,13.83
17,13.873440578584278,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7513433015968537,0.605532020336736,0.9934957801890983,186.66666666666666,1.3333333333333333,13.87
18,14.03002392582219,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7460185952211114,0.5963617203291629,0.9959938772093468,157.66666666666666,0.6666666666666666,14.03
19,14.22732028249718,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7394179692363355,0.5920310178031936,0.9852702081896942,156.66666666666666,2.3333333333333335,14.23
20,14.486787989457017,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7229156714087321,0.5710308834668445,0.9849364380191009,165.33333333333334,2.3333333333333335,14.49
21,14.568461328657166,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7257145258344626,0.5719177038633796,0.9946248576385562,174.66666666666666,1.0,14.57
22,14.735178664317498,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7208339055558616,0.5677213912316549,0.9910928867666935,185.0,1.6666666666666667,14.74
23,14.741838996839672,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7214563124288847,0.5700798997613155,0.9830865243108975,156.0,2.6666666666666665,14.74
24,14.878433342691343,14.87767041547699,2.5473723291123207,11.777008886327712,19.025346499760037,100.0,1.0,3.0,64.0,256.0,10.0,0.7292197732545048,0.577180208662796,0.9904745074319417,175.33333333333334,1.6666666666666667,14.88
