,score,params,iteration
1066,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1066
1064,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1064
963,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",963
675,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",675
702,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",702
695,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",695
693,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",693
1005,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1005
1008,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1008
1009,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1009
710,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",710
973,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",973
1029,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1029
1033,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1033
679,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",679
674,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",674
657,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",657
673,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",673
1041,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1041
669,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",669
971,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",971
1044,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1044
667,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",667
968,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",968
662,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",662
661,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",661
660,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",660
1056,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1056
929,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",929
925,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",925
602,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",602
1276,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1276
1244,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1244
533,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",533
1248,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1248
1250,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1250
529,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",529
524,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",524
519,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",519
764,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",764
1264,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1264
767,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",767
769,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",769
889,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",889
1243,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1243
1286,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1286
505,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",505
504,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",504
1288,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1288
1301,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1301
499,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",499
1302,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1302
1306,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1306
703,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",703
494,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",494
1312,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1312
903,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",903
1241,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1241
1155,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1155
566,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",566
590,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",590
1163,0.8,"{'background_activity': 13.855558143033827, 'cue_length': 0.5521549837529528, 'cue_percentage': 100, 'delay_A2GO': 1.6379076494149138, 'delay_gap_A2B': 0.06110151087793095, 'e_e_max_weight': 14.337885250035841, 'e_i_weight': 4.253159333783978, 'i_e_weight': 5.302236785709991, 'i_frequency': 31.841289668071244, 'thr_GO_state': -44.56554287084625, 'w_acpt': 1.5290052875899312, 'w_trans': 2.4609301496577096}",1163
